bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
Bear10,1p2,630,377.97967207245426,41.25,6,1,1,"(678, 1371)",1,"(561, 1263)",1,"(774, 1245)",1,"(576, 1197)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(600, 1488)","(726, 1170)",19.868631055007288,993.4315527503644,"(963, 1005)"
Bear10,1p2,631,377.97967207245426,41.25,6,1,1,"(678, 1371)",1,"(561, 1263)",1,"(774, 1245)",1,"(576, 1197)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(600, 1488)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,632,377.97967207245426,41.25,6,1,1,"(678, 1371)",1,"(561, 1263)",1,"(774, 1245)",1,"(576, 1197)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(600, 1488)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,633,377.97967207245426,41.25,6,1,1,"(678, 1371)",1,"(561, 1263)",1,"(774, 1245)",1,"(576, 1197)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(594, 1509)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,634,377.97967207245426,41.25,6,1,1,"(678, 1371)",1,"(561, 1263)",1,"(774, 1245)",1,"(576, 1197)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(594, 1509)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,635,377.97967207245426,41.25,6,1,1,"(678, 1371)",1,"(561, 1263)",1,"(774, 1245)",1,"(576, 1194)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(594, 1509)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,636,377.97967207245426,41.25,5,1,1,"(678, 1371)",0,0,1,"(774, 1245)",1,"(576, 1194)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(594, 1509)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,637,377.97967207245426,41.25,5,1,1,"(678, 1371)",0,0,1,"(774, 1245)",1,"(576, 1194)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(594, 1509)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,638,377.97967207245426,41.25,5,1,1,"(678, 1371)",0,0,1,"(774, 1245)",1,"(576, 1194)",1,"(849, 1179)",1,"(708, 1050)",0,0,1,"(966, 954)","(600, 1545)","(699, 1194)",0.0,0.0,"(963, 1005)"
Bear10,1p2,639,377.97967207245426,41.25,5,0,1,"(678, 1371)",1,"(543, 1422)",0,0,1,"(576, 1194)",1,"(849, 1179)",1,"(708, 1050)",0,0,0,0,"(600, 1545)","(699, 1194)",0.0,0.0,"(927, 1044)"
Bear10,1p2,640,377.97967207245426,41.25,5,0,1,"(678, 1371)",1,"(543, 1422)",0,0,1,"(576, 1194)",1,"(849, 1179)",1,"(708, 1050)",0,0,0,0,"(600, 1545)","(699, 1194)",0.0,0.0,"(927, 1044)"
