bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
Bear21,3,1,308.17918894695015,32.41735646224103,5,2,0,0,1,"(897, 588)",1,"(1059, 513)",1,"(933, 456)",1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",1,"(1140, 219)","(957, 732)","(1011, 447)",0.0,0.0,"(1164, 246)"
Bear21,3,2,308.17918894695015,32.41735646224103,5,1,0,0,1,"(897, 588)",1,"(1059, 513)",1,"(933, 456)",1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(957, 732)","(1011, 447)",0.0,0.0,"(1164, 246)"
Bear21,3,3,308.17918894695015,32.41735646224103,5,1,0,0,1,"(897, 588)",1,"(1059, 513)",1,"(933, 456)",1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(957, 732)","(1011, 447)",0.0,0.0,"(1164, 246)"
Bear21,3,4,308.17918894695015,32.41735646224103,5,1,0,0,1,"(897, 588)",1,"(1059, 513)",1,"(933, 456)",1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(957, 732)","(1011, 447)",0.0,0.0,"(1164, 246)"
Bear21,3,5,308.17918894695015,32.41735646224103,5,1,0,0,1,"(897, 588)",1,"(1059, 513)",1,"(933, 456)",1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(897, 729)","(1011, 447)",0.0,0.0,"(1164, 246)"
Bear21,3,6,308.17918894695015,32.41735646224103,4,1,0,0,1,"(897, 588)",1,"(1059, 513)",0,0,1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(897, 729)","(1011, 447)",0.0,0.0,"(1164, 246)"
Bear21,3,7,308.17918894695015,32.41735646224103,4,1,0,0,1,"(897, 588)",1,"(1059, 513)",0,0,1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(897, 729)","(1011, 447)",4.95,247.5,"(1158, 258)"
Bear21,3,8,308.17918894695015,32.41735646224103,4,1,0,0,1,"(897, 588)",1,"(1059, 513)",0,0,1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(855, 711)","(1011, 456)",0.0,0.0,"(1158, 258)"
Bear21,3,9,308.17918894695015,32.41735646224103,4,1,0,0,1,"(897, 588)",1,"(1062, 495)",0,0,1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(855, 711)","(1011, 456)",0.0,0.0,"(1158, 258)"
Bear21,3,10,308.17918894695015,32.41735646224103,5,1,1,"(987, 660)",1,"(897, 588)",1,"(1062, 495)",0,0,1,"(1107, 423)",1,"(1005, 333)",1,"(1185, 273)",0,0,"(855, 711)","(1011, 456)",0.0,0.0,"(1158, 258)"
