,bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
128,08082019-Bear14,2,338.1574263564235,40.75199381625395,165.0,175.0,0.2,1.26,1.46,0.8630136986301371,81.52068755843514,29.88277095585348,107.36417000098312,61.786564216932796,"(1068.0, 840.0)","(948.0, 927.0)",219.0,232.0,0.26,0.84,1.1,0.7636363636363636,128.07444124414522,18.447560814373265,108.9,105.51303237041384,"(1218.0, 759.0)","(1131.0, 975.0)",202.0,214.0,0.24,1.04,1.28,0.8125,71.40898052766192,26.088790696389125,108.77492817740676,87.06660595239894,"(1029.0, 855.0)","(945.0, 954.0)",223.0,225.0,0.04,0.14,0.18,0.7777777777777779,12.012181317312855,5.2177581392778265,103.84518525189311,144.9377260910507,"(1116.0, 972.0)","(1110.0, 993.0)",184.0,193.0,0.18,1.18,1.36,0.8676470588235293,76.29354494319948,36.18732512911116,102.04686423403713,75.11288541785521,"(924.0, 981.0)","(873.0, 1110.0)",194.0,209.0,0.3,0.96,1.26,0.7619047619047619,67.32727901824045,36.63594546343796,112.98585088408196,85.52102882848224,"(1065.0, 1032.0)","(1029.0, 1149.0)",216.0,238.0,0.44,0.14,0.58,0.2413793103448276,60.51249870894443,0.0,54.04851986872536,138.55215753180534,"(939.0, 1167.0)","(918.0, 1275.0)",230.0,252.0,0.44,0.48,0.92,0.5217391304347826,65.68989648340147,17.226505739702407,98.14379756255613,99.95323221131773,"(1041.0, 1113.0)","(1017.0, 1230.0)"
129,08082019-Bear14,2,338.1574263564235,40.75199381625395,238.0,249.0,0.22,0.68,0.9,0.7555555555555555,77.56755120538486,19.868631055007288,122.6450671653777,104.29072612440454,"(1077.0, 645.0)","(1074.0, 786.0)",274.0,282.0,0.16,0.28,0.44,0.6363636363636365,92.76757245934596,18.15,104.05470916782193,221.37708214718162,"(1218.0, 561.0)","(1203.0, 729.0)",266.0,274.0,0.16,0.38,0.54,0.7037037037037037,83.09187685929355,28.483416227692924,118.12202377202992,165.70579499168747,"(1062.0, 660.0)","(1044.0, 810.0)",232.0,245.0,0.26,0.72,0.98,0.7346938775510204,104.05470916782193,19.8,109.70949138520331,108.81533568527864,"(1173.0, 792.0)","(1125.0, 975.0)",252.0,264.0,0.24,0.44,0.68,0.6470588235294117,70.54594247722545,0.0,102.27338363425746,134.5324226752237,"(996.0, 810.0)","(972.0, 936.0)",257.0,266.0,0.18,0.42,0.6,0.7,76.75604210744584,10.435516278555651,103.3590344382145,135.00231479496938,"(1164.0, 852.0)","(1104.0, 978.0)",245.0,268.0,0.46,0.3,0.76,0.3947368421052632,54.04851986872536,33.36918488665853,113.9814458585256,78.90813169707188,"(960.0, 1071.0)","(939.0, 1167.0)",276.0,290.0,0.28,0.06,0.34,0.1764705882352941,80.9173189125789,0.0,79.37168890731759,215.50556154963505,"(1092.0, 942.0)","(1050.0, 1083.0)"
130,08082019-Bear14,2,338.1574263564235,40.75199381625395,283.0,293.0,0.2,0.34,0.54,0.6296296296296297,103.64837191196013,4.95,102.51268214225985,226.04916568888717,"(1119.0, 426.0)","(1074.0, 609.0)",296.0,,,,,,,,,,,"(1218.0, 528.0)",293.0,,,,,,,,,,,"(1071.0, 609.0)",281.0,291.0,0.2,0.46,0.66,0.696969696969697,90.44950248619395,15.212248354533264,119.00607127369595,219.1603294394312,"(1215.0, 597.0)","(1173.0, 756.0)",286.0,,,,,,,,,,,"(996.0, 810.0)",287.0,,,,,,,,,,,"(1146.0, 846.0)",283.0,295.0,0.24,0.26,0.5,0.52,81.92046447622229,12.56602562467545,97.7268131067416,244.1330989439982,"(1038.0, 879.0)","(969.0, 1011.0)",293.0,,,,,,,,,,,"(1092.0, 942.0)"
131,08082019-Bear14,2,338.1574263564235,40.75199381625395,310.0,317.0,0.14,0.0,0.14,0.0,97.57347231701864,97.57347231701864,103.38124565354343,333.35033970222963,"(1131.0, 240.0)","(1119.0, 417.0)",,,,,,,,,,,,,,,,,,,,,,,,,314.0,317.0,0.06,0.02,0.08,0.25,103.84518525189311,0.0,88.17516737918478,300.3045329328214,"(1278.0, 390.0)","(1221.0, 570.0)",,,,,,,,,,,,,,,,,,,,,,,,,308.0,317.0,0.18,0.0,0.18,0.0,87.7142234760133,87.7142234760133,85.61870823400207,259.2724864350675,"(1074.0, 705.0)","(1029.0, 858.0)",,,,,,,,,,,,
132,08082019-Bear14,2,338.1574263564235,40.75199381625395,317.0,,,,,,,,,,,"(1119.0, 417.0)",,,,,,,,,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,"(1278.0, 390.0)",,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,"(1029.0, 858.0)",,,,,,,,,,,,
133,08082019-Bear14,4,342.298455298881,38.519637848764894,26.0,34.0,0.16,0.42,0.58,0.7241379310344828,68.84673194858273,60.06090658656429,122.14458645392357,193.78267243985215,"(1590.0, 1185.0)","(1503.0, 1095.0)",,11.0,,,,,,,,,"(1449.0, 1215.0)",,8.0,18.0,0.2,0.58,0.78,0.7435897435897435,73.67947475382816,57.63202234869085,117.50965917744806,192.04616832738628,"(1467.0, 1053.0)","(1356.0, 978.0)",28.0,37.0,0.18,0.52,0.7,0.7428571428571429,71.17986021340587,46.66904755831214,121.54128928063913,170.13934865040383,"(1419.0, 1218.0)","(1326.0, 1128.0)",,10.0,,,,,,,,,"(1326.0, 939.0)",,6.0,18.0,0.24,0.7,0.94,0.7446808510638298,102.69841770932987,89.72420242052868,133.5175269393498,176.25012641702992,"(1275.0, 1083.0)","(1146.0, 948.0)",11.0,18.0,0.14,0.56,0.7,0.8000000000000002,43.18463268339792,112.2,133.660184797119,183.46386509587762,"(1149.0, 819.0)","(1092.0, 765.0)",34.0,48.0,0.28,0.88,1.16,0.7586206896551725,122.81144083512741,40.85208073036183,104.94051886664178,147.8831570401019,"(1215.0, 1083.0)","(1101.0, 891.0)"
134,08082019-Bear14,4,342.298455298881,38.519637848764894,55.0,65.0,0.2,0.36,0.56,0.6428571428571428,70.48803089886964,17.539740591012173,55.83245024177248,91.67134341811311,"(1728.0, 1359.0)","(1620.0, 1290.0)",40.0,50.0,0.2,0.46,0.66,0.696969696969697,97.94942572572849,19.312754852687387,71.94075687675243,180.86597247685924,"(1629.0, 1365.0)","(1479.0, 1269.0)",47.0,56.0,0.18,0.34,0.52,0.6538461538461539,63.3909299505852,8.885521931771931,57.27663136044229,104.7596043527371,"(1599.0, 1221.0)","(1509.0, 1149.0)",63.0,72.0,0.18,0.96,1.14,0.8421052631578948,74.99789997059918,43.310535669742066,117.98365352878339,109.51329306226128,"(1566.0, 1383.0)","(1479.0, 1278.0)",40.0,49.0,0.18,0.8,0.98,0.8163265306122449,82.91147387424733,38.37802105372293,122.51180555358737,156.327970966349,"(1473.0, 1098.0)","(1371.0, 987.0)",53.0,62.0,0.18,0.84,1.02,0.8235294117647058,46.22945489620228,45.517276939641285,108.51180811321873,107.54615972031841,"(1431.0, 1269.0)","(1362.0, 1221.0)",46.0,53.0,0.14,0.52,0.66,0.7878787878787878,21.513367937168738,18.447560814373265,61.781429248601896,104.04326023342405,"(1266.0, 1032.0)","(1245.0, 999.0)",92.0,102.0,0.2,0.6,0.8,0.7499999999999999,65.08617364694287,25.66797615707168,135.02808041292747,123.97323614897694,"(1368.0, 1197.0)","(1266.0, 1137.0)"
135,08082019-Bear14,4,342.298455298881,38.519637848764894,83.0,95.0,0.24,0.38,0.62,0.6129032258064516,73.27189092687591,20.674440742133754,71.02670272510191,135.5430458329503,"(1812.0, 1416.0)","(1704.0, 1338.0)",73.0,84.0,0.22,0.28,0.5,0.56,63.3909299505852,12.56602562467545,59.078295506894925,86.62107133948416,"(1707.0, 1470.0)","(1617.0, 1398.0)",73.0,81.0,0.16,0.5,0.66,0.7575757575757576,61.781429248601896,13.2,71.63736804210495,109.60155108391487,"(1677.0, 1290.0)","(1584.0, 1227.0)",120.0,130.0,0.2,0.54,0.74,0.7297297297297298,74.70692738963369,71.08417545417545,142.9703815480675,241.4808620921268,"(1710.0, 1542.0)","(1617.0, 1443.0)",89.0,104.0,0.3,0.58,0.88,0.6590909090909091,87.12249996413098,26.86005398356452,178.207638725168,112.7029419536154,"(1629.0, 1257.0)","(1503.0, 1161.0)",104.0,116.0,0.24,0.62,0.86,0.7209302325581396,63.00321420372139,56.051449579827995,148.31655335801196,175.36088494173958,"(1569.0, 1410.0)","(1488.0, 1329.0)",79.0,93.0,0.28,0.02,0.3,0.06666666666666668,43.561249982065476,0.0,22.442426339413487,97.30493307124772,"(1359.0, 1095.0)","(1296.0, 1047.0)",132.0,,,,,,,,,,,"(1401.0, 1230.0)"
136,08082019-Bear14,4,342.298455298881,38.519637848764894,114.0,124.0,0.2,0.4,0.6,0.6666666666666667,74.70692738963369,35.00178566873411,130.9750835082765,170.10033803611333,"(1878.0, 1527.0)","(1779.0, 1434.0)",98.0,109.0,0.22,0.6,0.82,0.7317073170731707,63.04641147599124,33.653528789712375,110.4514486097851,155.14794277186363,"(1770.0, 1557.0)","(1686.0, 1479.0)",106.0,114.0,0.16,0.36,0.52,0.6923076923076923,61.84749388617134,8.885521931771931,85.37055991382509,116.67261889578036,"(1758.0, 1392.0)","(1677.0, 1314.0)",157.0,,,,,,,,,,,"(1758.0, 1662.0)",133.0,152.0,0.38,0.38,0.76,0.5,151.9434105185217,10.5651549917642,18.22484567835898,230.18277732370487,"(1821.0, 1518.0)","(1665.0, 1290.0)",147.0,,,,,,,,,,,"(1644.0, 1479.0)",94.0,102.0,0.16,0.2,0.36,0.5555555555555556,22.442426339413487,23.450906165860623,77.32147179147589,129.63624321753375,"(1398.0, 1107.0)","(1359.0, 1095.0)",,,,,,,,,,,,
137,08082019-Bear14,4,342.298455298881,38.519637848764894,144.0,,,,,,,,,,,"(1887.0, 1590.0)",139.0,,,,,,,,,,,"(1782.0, 1617.0)",132.0,140.0,0.16,0.34,0.5,0.68,93.36725871524773,52.903024488208615,113.79020168714001,290.8683722923481,"(1860.0, 1509.0)","(1743.0, 1386.0)",,,,,,,,,,,,,171.0,173.0,0.04,0.08,0.12,0.6666666666666667,15.212248354533264,10.5651549917642,106.31476331903812,225.51676766927997,"(1824.0, 1551.0)","(1806.0, 1530.0)",,,,,,,,,,,,,112.0,133.0,0.42,0.32,0.74,0.4324324324324325,54.47499426342329,66.59543903301487,132.09277989352788,179.72506852317815,"(1506.0, 1197.0)","(1425.0, 1140.0)",,,,,,,,,,,,
138,08082019-Bear14,4,342.298455298881,38.519637848764894,,,,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,"(1854.0, 1605.0)",,,,,,,,,,,,,177.0,,,,,,,,,,,"(1836.0, 1566.0)",,,,,,,,,,,,,149.0,160.0,0.22,0.2,0.42,0.4761904761904762,66.37021169169194,6.803124282269139,38.484282505978975,202.50251951065516,"(1665.0, 1377.0)","(1596.0, 1278.0)",,,,,,,,,,,,
139,08082019-Bear14,4,342.298455298881,38.519637848764894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,"(1668.0, 1389.0)",,,,,,,,,,,,
140,05082019-Bear7,2,385.62805914507834,45.75590125874476,9.0,26.0,0.34,0.56,0.9,0.6222222222222222,114.08225102968471,17.736967046256808,147.74846868918812,146.7697554372532,"(1276.0, 1106.0)","(1436.0, 974.0)",2.0,15.0,0.26,0.58,0.84,0.6904761904761905,108.25363735228485,26.854422354614147,139.5960242986884,158.718661537981,"(1230.0, 976.0)","(1376.0, 844.0)",36.0,50.0,0.28,0.64,0.92,0.6956521739130435,113.23590420003721,58.465801970040566,147.05893376466454,216.95157292648082,"(1308.0, 1106.0)","(1466.0, 974.0)",27.0,38.0,0.22,0.54,0.76,0.7105263157894737,90.56147083611219,51.88689622631133,140.31792472809738,193.4552869811054,"(1224.0, 940.0)","(1350.0, 834.0)",22.0,35.0,0.26,0.6,0.86,0.6976744186046512,99.15266007525972,37.62578902827156,167.6769513081628,180.44066192799946,"(1494.0, 954.0)","(1632.0, 838.0)",3.0,17.0,0.28,0.54,0.82,0.6585365853658537,112.83448054562048,25.656188337319325,162.65500299714114,162.58984840476103,"(1456.0, 742.0)","(1634.0, 640.0)",2.0,22.0,0.4,0.28,0.68,0.411764705882353,78.65576901918894,13.29135057095403,167.00086826121594,103.17494465301277,"(1758.0, 706.0)","(1864.0, 610.0)",19.0,52.0,0.66,0.22,0.88,0.25,107.46273772801436,49.43885111933732,168.12376393597663,185.63446945543282,"(1572.0, 684.0)","(1752.0, 608.0)"
141,05082019-Bear7,2,385.62805914507834,45.75590125874476,54.0,67.0,0.26,0.6,0.86,0.6976744186046512,136.1202776958672,40.92236552302421,162.26398244835482,195.52831248777213,"(1106.0, 1314.0)","(1280.0, 1138.0)",44.0,56.0,0.24,0.44,0.68,0.6470588235294117,113.74765931657672,24.124883419407443,124.80032051240896,186.45970057748767,"(1064.0, 1168.0)","(1190.0, 1004.0)",82.0,91.0,0.18,0.58,0.76,0.763157894736842,89.01168462623319,60.749485594529936,185.97809010741025,201.58080466713426,"(1124.0, 1300.0)","(1228.0, 1176.0)",65.0,77.0,0.24,0.5,0.74,0.6756756756756757,93.29271139805084,47.7202263196645,141.77630267431863,186.15238873958904,"(1056.0, 1132.0)","(1190.0, 1028.0)",65.0,83.0,0.36,0.44,0.8,0.5499999999999999,130.0514513567611,48.249766838814885,150.1489926706137,211.59480920204535,"(1254.0, 1142.0)","(1440.0, 996.0)",44.0,59.0,0.3,0.56,0.86,0.6511627906976745,137.67588750394893,32.70535124410072,159.68196516826816,183.55542478966225,"(1240.0, 944.0)","(1416.0, 766.0)",36.0,74.0,0.76,0.18,0.94,0.1914893617021277,154.09818298734092,5.9236812878479554,147.98986451781084,212.33558201315142,"(1518.0, 892.0)","(1736.0, 716.0)",63.0,97.0,0.68,0.28,0.96,0.2916666666666667,121.0,76.5982375776362,160.23794806474527,198.19356315623,"(1348.0, 892.0)","(1524.0, 760.0)"
142,05082019-Bear7,2,385.62805914507834,45.75590125874476,97.0,109.0,0.24,0.5,0.74,0.6756756756756757,122.76709656907263,36.63181677176277,144.9414364493467,199.05880161674762,"(882.0, 1506.0)","(1062.0, 1374.0)",78.0,91.0,0.26,0.46,0.72,0.6388888888888891,100.70258189341524,36.43308935569424,153.79951235293302,192.84072029210475,"(916.0, 1340.0)","(1034.0, 1200.0)",120.0,133.0,0.26,0.5,0.76,0.6578947368421053,125.25034930091014,26.96683147868878,143.2747360842099,177.0306721980459,"(878.0, 1532.0)","(1042.0, 1374.0)",102.0,114.0,0.24,0.5,0.74,0.6756756756756757,99.23195049982643,31.975772078246997,121.8817869905098,203.8831506430661,"(864.0, 1304.0)","(1018.0, 1210.0)",105.0,118.0,0.26,0.52,0.78,0.6666666666666666,104.23914811624279,30.819636597468186,144.06640829839554,183.099950070928,"(1082.0, 1354.0)","(1218.0, 1222.0)",87.0,102.0,0.3,0.54,0.84,0.6428571428571429,127.18683107932208,38.92197322849909,143.5320870049621,194.6328634393798,"(1046.0, 1160.0)","(1196.0, 984.0)",83.0,108.0,0.5,0.28,0.78,0.35897435897435903,142.44469102076076,38.89087296526012,165.76456195459875,196.4120660859257,"(1318.0, 1072.0)","(1508.0, 896.0)",111.0,135.0,0.48,0.2,0.68,0.29411764705882354,86.06050197390205,24.938724907260198,152.73768362784608,179.26346932932591,"(1140.0, 1096.0)","(1268.0, 1006.0)"
143,05082019-Bear7,2,385.62805914507834,45.75590125874476,134.0,145.0,0.22,0.54,0.76,0.7105263157894737,108.87777550997265,39.43158632365682,143.860487973592,212.2308055394989,"(660.0, 1648.0)","(832.0, 1550.0)",114.0,129.0,0.3,0.54,0.84,0.6428571428571429,117.4581627644499,14.34224529144583,131.4212311614832,192.31952181041783,"(680.0, 1490.0)","(858.0, 1372.0)",158.0,172.0,0.28,0.46,0.74,0.6216216216216216,117.77707756605272,34.117737322395804,136.0313566792598,220.28104765542682,"(650.0, 1658.0)","(830.0, 1542.0)",139.0,151.0,0.24,0.44,0.68,0.6470588235294117,90.9481170778153,35.473934092513616,152.05883729662017,206.02149972211845,"(686.0, 1436.0)","(826.0, 1348.0)",144.0,157.0,0.26,0.56,0.82,0.6829268292682927,113.57200359243471,46.52622916162453,170.24432442815825,193.5267298887666,"(888.0, 1530.0)","(1036.0, 1386.0)",129.0,144.0,0.3,0.5,0.8,0.625,104.64463674742248,33.58154254944225,145.65345859264724,202.50347219245404,"(848.0, 1330.0)","(994.0, 1208.0)",122.0,161.0,0.78,0.06,0.84,0.07142857142857142,126.90110322609495,0.0,148.7727125517311,183.95197493267816,"(1098.0, 1278.0)","(1268.0, 1122.0)",145.0,178.0,0.66,0.2,0.86,0.2325581395348837,128.02601298173744,53.81012915799405,138.28973208448994,205.92626025346905,"(932.0, 1280.0)","(1110.0, 1130.0)"
144,05082019-Bear7,2,385.62805914507834,45.75590125874476,172.0,184.0,0.24,0.48,0.72,0.6666666666666666,104.43050320667808,29.557063453597692,127.56206332605318,169.1026407984216,"(420.0, 1752.0)","(594.0, 1676.0)",156.0,168.0,0.24,0.48,0.72,0.6666666666666666,118.4736257569591,33.74329563039153,133.31800328537778,226.3999656458553,"(470.0, 1604.0)","(654.0, 1492.0)",195.0,209.0,0.28,0.56,0.84,0.6666666666666667,102.51268214225985,37.993815286175206,153.08577915888608,156.3675068352679,"(436.0, 1782.0)","(592.0, 1680.0)",173.0,193.0,0.4,0.52,0.92,0.5652173913043478,116.60518856380276,51.0404741357288,149.50695635989652,186.88353289595864,"(442.0, 1566.0)","(630.0, 1468.0)",185.0,199.0,0.28,0.48,0.76,0.631578947368421,127.87470430073341,14.961617559608989,158.03416917633257,175.74801798057274,"(614.0, 1674.0)","(804.0, 1540.0)",169.0,184.0,0.3,0.54,0.84,0.6428571428571429,112.2053920272997,63.34319221510707,140.83866656568432,188.65325605567523,"(634.0, 1486.0)","(796.0, 1362.0)",164.0,199.0,0.7,0.12,0.82,0.14634146341463414,148.7727125517311,13.382077566656086,157.38200182133912,219.88238602109985,"(886.0, 1446.0)","(1098.0, 1278.0)",188.0,211.0,0.46,0.32,0.78,0.41025641025641024,85.60233641671236,28.873690446494717,154.8472819282645,174.23374084747232,"(718.0, 1412.0)","(858.0, 1344.0)"
145,05082019-Bear7,2,385.62805914507834,45.75590125874476,208.0,,,,,,,,,,,"(382.0, 1790.0)",192.0,205.0,0.26,0.52,0.78,0.6666666666666666,100.00929956759022,36.03234657915024,136.5870183221783,157.22303533590963,"(254.0, 1714.0)","(412.0, 1624.0)",237.0,,,,,,,,,,,"(372.0, 1808.0)",219.0,,,,,,,,,,,"(368.0, 1622.0)",223.0,,,,,,,,,,,"(588.0, 1682.0)",211.0,,,,,,,,,,,"(526.0, 1526.0)",205.0,,,,,,,,,,,"(862.0, 1450.0)",227.0,,,,,,,,,,,"(678.0, 1446.0)"
146,05082019-Bear7,2,385.62805914507834,45.75590125874476,,,,,,,,,,,,,231.0,,,,,,,,,,,"(198.0, 1748.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,08082019-Bear18,3,412.29901770438414,39.358639458192656,,5.0,,,,,,,,,"(1217.0, 1178.0)",,10.0,18.0,0.16,0.62,0.78,0.7948717948717948,113.00057521977487,22.889517251353297,178.02336925246638,163.10424752939502,"(1052.0, 1141.0)","(1206.0, 1005.0)",19.0,29.0,0.2,0.36,0.56,0.6428571428571428,117.78221427702913,26.764155133312173,107.15829412602648,185.7185138598361,"(1230.0, 1195.0)","(1352.0, 1019.0)",,4.0,,,,,,,,,"(1212.0, 946.0)",,4.0,15.0,0.22,0.8,1.02,0.7843137254901961,121.5238659687882,84.7856709591898,232.540104068094,197.88921833582555,"(1404.0, 992.0)","(1506.0, 796.0)",18.0,37.0,0.38,0.52,0.9,0.5777777777777778,146.7583047053897,30.0241569407036,155.63347968865827,212.99830463592372,"(1178.0, 992.0)","(1350.0, 788.0)",15.0,37.0,0.44,0.14,0.58,0.2413793103448276,113.94428463069134,14.961617559608989,90.28045192620606,211.30386584669915,"(1500.0, 820.0)","(1606.0, 642.0)",,11.0,,,,,,,,,"(1472.0, 602.0)",
148,08082019-Bear18,3,412.29901770438414,39.358639458192656,34.0,47.0,0.26,0.44,0.7,0.6285714285714287,136.13805492954572,24.42396364229197,148.56517088469963,222.7344098852685,"(1017.0, 1362.0)","(1195.0, 1190.0)",49.0,63.0,0.28,0.54,0.82,0.6585365853658537,155.2247725074835,41.34888148426751,172.40548135137698,274.6406783978204,"(804.0, 1349.0)","(1018.0, 1165.0)",47.0,55.0,0.16,0.48,0.64,0.75,121.42923865362906,19.460986614249546,193.12441585672175,217.31315216414225,"(1072.0, 1309.0)","(1222.0, 1147.0)",32.0,45.0,0.26,0.52,0.78,0.6666666666666666,149.1504274214459,36.316662842282184,175.39740591012168,199.8898550252409,"(1004.0, 1158.0)","(1212.0, 984.0)",55.0,68.0,0.26,0.52,0.78,0.6666666666666666,161.35541515548834,36.3,164.89730137270286,232.08574790085282,"(1130.0, 1314.0)","(1262.0, 1052.0)",63.0,78.0,0.3,0.56,0.86,0.6511627906976745,127.47191847618834,38.3740797935273,188.2318251518589,217.33649978172454,"(972.0, 1186.0)","(1152.0, 1040.0)",44.0,57.0,0.26,0.3,0.56,0.5357142857142857,75.45230281442706,32.12678010632252,137.93929824382894,225.16575527139727,"(1388.0, 940.0)","(1484.0, 842.0)",33.0,42.0,0.18,0.36,0.54,0.6666666666666666,72.06469315830049,33.8864279616486,112.42086105345396,215.21612020260412,"(1366.0, 780.0)","(1434.0, 668.0)"
149,08082019-Bear18,3,412.29901770438414,39.358639458192656,69.0,79.0,0.2,0.54,0.74,0.7297297297297298,124.48967828699696,20.75475849052453,163.35833312078086,200.25406160472556,"(825.0, 1552.0)","(981.0, 1388.0)",90.0,102.0,0.24,0.62,0.86,0.7209302325581396,132.23811855890872,22.67708094089713,167.806793664619,160.1776368224371,"(600.0, 1587.0)","(768.0, 1415.0)",79.0,94.0,0.3,0.56,0.86,0.6511627906976745,173.66418744231635,10.377379245262263,148.69339259025602,217.1331598029017,"(836.0, 1569.0)","(1048.0, 1335.0)",71.0,84.0,0.26,0.66,0.92,0.7173913043478259,152.99493455667087,47.6186938082094,162.15208910155926,211.2653446289993,"(764.0, 1368.0)","(1002.0, 1224.0)",94.0,108.0,0.28,0.64,0.92,0.6956521739130435,141.5755981799124,30.044300624244862,178.2033950293877,183.89056580956458,"(918.0, 1526.0)","(1064.0, 1314.0)",106.0,120.0,0.28,0.62,0.9,0.6888888888888889,152.1224835453326,28.173746644704536,171.9326524202586,198.34768855612,"(730.0, 1428.0)","(940.0, 1248.0)",72.0,84.0,0.24,0.42,0.66,0.6363636363636364,106.02311068818912,28.68449058289166,119.13055863211588,196.23009453190411,"(1254.0, 1152.0)","(1352.0, 986.0)",60.0,71.0,0.22,0.28,0.5,0.56,80.77326290301761,50.468306886599635,118.32032792381877,273.26311496431424,"(1244.0, 944.0)","(1316.0, 816.0)"
150,08082019-Bear18,3,412.29901770438414,39.358639458192656,106.0,118.0,0.24,0.52,0.76,0.6842105263157895,143.13743395771772,17.90670265570968,137.97438168007858,191.95101278415873,"(618.0, 1765.0)","(805.0, 1584.0)",133.0,,,,,,,,,,,"(568.0, 1613.0)",122.0,,,,,,,,,,,"(826.0, 1585.0)",117.0,,,,,,,,,,,"(754.0, 1454.0)",140.0,,,,,,,,,,,"(868.0, 1548.0)",151.0,,,,,,,,,,,"(698.0, 1468.0)",105.0,115.0,0.2,0.36,0.56,0.6428571428571428,91.00796668424142,27.056422527747454,111.29586694931669,192.08364229614943,"(1094.0, 1298.0)","(1210.0, 1180.0)",85.0,100.0,0.3,0.4,0.7,0.5714285714285715,76.75604210744584,55.17571929753161,131.596048572896,171.8775816132648,"(1086.0, 1090.0)","(1212.0, 1030.0)"
151,08082019-Bear18,3,412.29901770438414,39.358639458192656,144.0,,,,,,,,,,,"(586.0, 1771.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,"(1072.0, 1342.0)",120.0,,,,,,,,,,,"(1046.0, 1182.0)"
152,08082019-Bear18,2,414.0941197360813,39.66869042456532,75.0,85.0,0.2,0.58,0.78,0.7435897435897435,100.05314837625052,77.6201810098379,214.90577004817717,237.23451371383854,"(1140.0, 924.0)","(1182.0, 747.0)",57.0,67.0,0.2,0.64,0.84,0.7619047619047621,86.80944649057498,52.43782032083333,134.3002699178226,155.62548663967848,"(1038.0, 807.0)","(1062.0, 651.0)",62.0,71.0,0.18,0.68,0.86,0.7906976744186047,90.88489973587471,55.34268244311979,214.9121041263149,138.98963235280686,"(1194.0, 678.0)","(1185.0, 513.0)",,51.0,,,,,,,,,"(1032.0, 513.0)",,89.0,102.0,0.26,0.46,0.72,0.6388888888888891,114.90920328676901,94.10787692855473,204.83937609746812,317.2861949626692,"(1164.0, 726.0)","(1221.0, 525.0)",94.0,107.0,0.26,0.38,0.64,0.59375,100.70408382980305,78.80369597931306,216.30738544950336,325.00739925471316,"(981.0, 738.0)","(1038.0, 564.0)",57.0,68.0,0.22,0.28,0.5,0.56,56.12425946059335,29.23807449200443,104.4203643931585,162.23788090332047,"(1146.0, 183.0)","(1143.0, 81.0)",71.0,82.0,0.22,0.58,0.8,0.7249999999999999,81.45386731150342,58.12591934756818,205.40346272641082,159.893641407343,"(1059.0, 291.0)","(1041.0, 144.0)"
