,bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
54,05082019-Bear4,4,386.17442302669406,42.83649145296565,80.0,87.0,0.14,0.52,0.66,0.7878787878787878,79.34119358819858,41.97692818680281,132.6423951834405,146.99064596089104,"(1114.0, 1202.0)","(1013.0, 1099.0)",60.0,77.0,0.34,0.62,0.96,0.6458333333333334,137.46039429595712,63.123133635775716,135.90231786102842,162.41050720800826,"(982.0, 1246.0)","(790.0, 1086.0)",44.0,58.0,0.28,0.8,1.08,0.7407407407407407,69.5548883975814,51.54764786098392,156.43705603213067,118.65631457134644,"(945.0, 996.0)","(897.0, 879.0)",62.0,69.0,0.14,0.58,0.72,0.8055555555555556,88.05498282323381,45.30744971856174,149.5049330289807,130.28281203255906,"(807.0, 1095.0)","(771.0, 939.0)",71.0,84.0,0.26,0.64,0.9,0.7111111111111111,72.37465025822232,50.6149434455873,123.26504979109043,143.18791072495534,"(993.0, 957.0)","(939.0, 837.0)",88.0,96.0,0.16,0.82,0.98,0.836734693877551,70.54594247722545,79.47452422002915,159.25705635858026,162.280271461514,"(849.0, 1071.0)","(825.0, 945.0)",22.0,27.0,0.1,0.18,0.28,0.6428571428571428,22.13707297724792,0.0,67.97118874935174,17.678571428571427,"(891.0, 432.0)","(909.0, 396.0)",59.0,83.0,0.48,0.32,0.8,0.4,81.26982834976336,19.8,158.477324876463,117.25453082930314,"(804.0, 681.0)","(789.0, 534.0)"
55,05082019-Bear4,4,386.17442302669406,42.83649145296565,113.0,128.0,0.3,0.58,0.88,0.6590909090909091,90.7633323539853,45.779034502706594,240.02317596432223,178.8439438449063,"(1215.0, 1421.0)","(1142.0, 1273.0)",108.0,119.0,0.22,0.56,0.78,0.7179487179487181,73.53563761877639,25.51430971043505,163.9424441686777,149.47553776632662,"(1102.0, 1462.0)","(1026.0, 1352.0)",98.0,106.0,0.16,0.66,0.82,0.8048780487804879,106.6900768581596,54.04851986872536,108.09703973745071,197.4208513910069,"(1119.0, 1221.0)","(1017.0, 1056.0)",98.0,109.0,0.22,0.78,1.0,0.78,106.2681984414905,55.83245024177248,136.39223768235493,177.7104386354386,"(990.0, 1296.0)","(876.0, 1140.0)",116.0,128.0,0.24,0.72,0.96,0.75,73.67947475382816,78.44010453843109,170.35800538865206,174.01017503475194,"(1098.0, 1155.0)","(1023.0, 1044.0)",137.0,144.0,0.14,0.68,0.82,0.8292682926829269,81.16926758324237,73.67947475382816,151.44986794315798,180.84026437580818,"(1011.0, 1311.0)","(945.0, 1179.0)",36.0,52.0,0.32,0.28,0.6,0.4666666666666667,67.97118874935174,40.75199381625395,53.210901138770424,183.5921090352197,"(879.0, 555.0)","(891.0, 432.0)",99.0,138.0,0.78,0.12,0.9,0.13333333333333333,139.39326561925438,26.86005398356452,49.05802686615107,179.87233126736186,"(876.0, 960.0)","(804.0, 717.0)"
56,05082019-Bear4,4,386.17442302669406,42.83649145296565,157.0,,,,,,,,,,,"(1283.0, 1469.0)",147.0,167.0,0.4,0.68,1.08,0.6296296296296297,144.65104562359718,50.480293184568566,130.64670872241678,178.33165670724483,"(1253.0, 1719.0)","(1096.0, 1508.0)",139.0,144.0,0.1,0.7,0.8,0.8749999999999999,54.04851986872536,75.05233174259146,145.39674171039738,155.93372991434538,"(1221.0, 1389.0)","(1170.0, 1305.0)",148.0,157.0,0.18,0.56,0.74,0.7567567567567568,80.56326706384245,48.105353132473745,145.58386758154214,170.68723078301434,"(1131.0, 1500.0)","(1047.0, 1380.0)",164.0,176.0,0.24,0.68,0.92,0.7391304347826088,93.80362466344249,70.04245141341072,120.00843720338999,160.58392126960086,"(1260.0, 1419.0)","(1152.0, 1287.0)",178.0,189.0,0.22,0.66,0.88,0.75,78.24897762910388,35.00178566873411,149.81151470613784,133.24378503329902,"(1146.0, 1551.0)","(1086.0, 1422.0)",66.0,74.0,0.16,0.24,0.4,0.6,16.987789732628553,0.0,106.48573848173285,101.87998454063488,"(891.0, 651.0)","(906.0, 624.0)",144.0,151.0,0.14,0.06,0.2,0.3,22.442426339413487,10.435516278555651,119.00607127369595,188.1289451413578,"(936.0, 1026.0)","(912.0, 993.0)"
57,05082019-Bear4,4,386.17442302669406,42.83649145296565,,,,,,,,,,,,,,,,,,,,,,,,,179.0,187.0,0.16,0.64,0.8,0.7999999999999999,71.08417545417545,50.480293184568566,136.64361249332626,135.13703981976965,"(1344.0, 1623.0)","(1296.0, 1503.0)",185.0,,,,,,,,,,,"(1164.0, 1581.0)",,,,,,,,,,,,,222.0,,,,,,,,,,,"(1155.0, 1614.0)",86.0,111.0,0.5,0.16,0.66,0.24242424242424246,106.48573848173285,13.2,28.098487503778568,178.36058981736969,"(933.0, 840.0)","(891.0, 651.0)",154.0,184.0,0.6,0.36,0.96,0.375,108.57451358398987,53.54243644064025,117.11275392883095,181.676021416731,"(999.0, 1233.0)","(942.0, 1044.0)"
58,05082019-Bear4,4,386.17442302669406,42.83649145296565,,,,,,,,,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,"(1362.0, 1713.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,124.0,0.1,0.28,0.38,0.736842105263158,14.94138547792674,18.81289451413578,169.75765814831448,112.64395222247472,"(936.0, 891.0)","(933.0, 864.0)",202.0,,,,,,,,,,,"(1053.0, 1314.0)"
59,05082019-Bear4,4,386.17442302669406,42.83649145296565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,174.0,0.72,0.26,0.98,0.2653061224489796,151.44986794315798,20.14081676596061,109.37396856656522,169.55018183642963,"(1068.0, 1170.0)","(957.0, 918.0)",,,,,,,,,,,,
60,05082019-Bear4,4,386.17442302669406,42.83649145296565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,"(1089.0, 1200.0)",,,,,,,,,,,,
61,05082019-Bear9,8,349.1456143215893,38.519637848764894,,13.0,,,,,,,,,"(1192.0, 721.0)",,19.0,33.0,0.28,0.46,0.74,0.6216216216216216,116.10081825723712,35.914620978091925,141.97246211853903,219.97614461606082,"(1042.0, 575.0)","(1250.0, 611.0)",28.0,39.0,0.22,0.46,0.68,0.6764705882352939,103.01310596229979,40.81874569361485,139.61335895966403,200.8261752901272,"(1122.0, 719.0)","(1308.0, 741.0)",12.0,23.0,0.22,0.52,0.74,0.7027027027027027,88.9844930310894,66.45675285477016,132.45754036671525,181.0891990919323,"(1256.0, 607.0)","(1416.0, 631.0)",18.0,28.0,0.2,0.48,0.68,0.7058823529411764,66.58408218185485,62.99841267841596,138.28973208448994,211.8268520942661,"(1348.0, 775.0)","(1468.0, 791.0)",,13.0,,,,,,,,,"(1484.0, 617.0)",,,14.0,,,,,,,,,"(1716.0, 777.0)",,14.0,38.0,0.48,0.16,0.64,0.25,125.14887134928544,17.90670265570968,138.72652954644258,209.38438645004672,"(1548.0, 657.0)","(1772.0, 697.0)"
62,05082019-Bear9,8,349.1456143215893,38.519637848764894,31.0,47.0,0.32,0.48,0.8,0.6,109.98349876231435,52.81145709029434,138.16280251934674,204.69728030069183,"(922.0, 667.0)","(1120.0, 695.0)",56.0,67.0,0.22,0.46,0.68,0.6764705882352939,108.15858726888031,41.8867520822515,131.83948573928828,222.7071758142731,"(788.0, 529.0)","(984.0, 545.0)",62.0,72.0,0.2,0.44,0.64,0.6875,98.93887001578298,59.77566394445152,129.8745548596799,260.69675692701975,"(872.0, 675.0)","(1050.0, 701.0)",49.0,58.0,0.18,0.48,0.66,0.7272727272727272,66.01833078774409,62.73858461903647,136.869353764822,253.58677015964383,"(1020.0, 559.0)","(1138.0, 581.0)",52.0,60.0,0.16,0.46,0.62,0.7419354838709677,75.29176581804946,41.8867520822515,145.93978210207112,216.13872149682243,"(1102.0, 723.0)","(1236.0, 751.0)",41.0,48.0,0.14,0.44,0.58,0.7586206896551725,62.22539674441619,47.4914729188304,146.1344928481979,191.6197813546945,"(1222.0, 581.0)","(1334.0, 597.0)",28.0,50.0,0.44,0.26,0.7,0.37142857142857133,114.83283502552744,31.05430726968483,139.8082257951942,195.0882845675522,"(1442.0, 745.0)","(1648.0, 779.0)",46.0,72.0,0.52,0.16,0.68,0.2352941176470588,120.81986591616464,27.500000000000004,115.01708568730128,246.12833574318367,"(1300.0, 611.0)","(1516.0, 651.0)"
63,05082019-Bear9,8,349.1456143215893,38.519637848764894,71.0,79.0,0.16,0.5,0.66,0.7575757575757576,86.73275044641441,52.27025923027358,134.33517782025677,210.43110511518964,"(674.0, 627.0)","(826.0, 669.0)",90.0,99.0,0.18,0.4,0.58,0.6896551724137931,91.00796668424142,30.424496709066528,126.01603072625325,178.70408950337952,"(554.0, 477.0)","(718.0, 499.0)",94.0,106.0,0.24,0.44,0.68,0.6470588235294117,70.16758510879508,39.3086504474524,125.93919167598308,161.99303738401738,"(640.0, 631.0)","(766.0, 651.0)",82.0,90.0,0.16,0.48,0.64,0.75,76.40844194197393,48.412498386263856,131.26461823355143,176.3708860700229,"(778.0, 501.0)","(906.0, 555.0)",83.0,93.0,0.2,0.5,0.7,0.7142857142857143,104.05325559539213,49.6098780486306,125.15853946095729,200.12128975260205,"(844.0, 661.0)","(1028.0, 705.0)",70.0,80.0,0.2,0.48,0.68,0.7058823529411764,99.15266007525972,44.27414595449584,125.9295834980804,240.20833302072427,"(958.0, 551.0)","(1138.0, 561.0)",63.0,85.0,0.44,0.16,0.6,0.26666666666666666,109.69708291472479,14.468241081762494,150.22150312122432,278.07654072215445,"(1192.0, 699.0)","(1390.0, 723.0)",80.0,99.0,0.38,0.22,0.6,0.3666666666666667,88.05498282323381,25.08385935218104,112.16224855092732,188.1289451413578,"(1094.0, 575.0)","(1250.0, 611.0)"
64,05082019-Bear9,8,349.1456143215893,38.519637848764894,104.0,115.0,0.22,0.56,0.78,0.7179487179487181,82.93153802987138,44.49224651554471,131.30609277562104,160.1137955167914,"(440.0, 557.0)","(580.0, 613.0)",119.0,136.0,0.34,0.54,0.88,0.6136363636363636,95.67470930188395,44.17838838165106,133.27599286136018,181.44924393614872,"(334.0, 413.0)","(500.0, 465.0)",128.0,,,,,,,,,,,"(572.0, 609.0)",114.0,125.0,0.22,0.48,0.7,0.6857142857142857,84.58563707864356,34.117737322395804,123.01325131870958,198.81211004876144,"(546.0, 445.0)","(690.0, 499.0)",118.0,128.0,0.2,0.54,0.74,0.7297297297297298,76.5271193760748,30.976281248723197,127.38170983308396,169.29802054054898,"(622.0, 611.0)","(754.0, 655.0)",104.0,115.0,0.22,0.44,0.66,0.6666666666666666,82.44865068635143,21.61157097482735,115.21154456043024,153.5008143300875,"(740.0, 481.0)","(886.0, 515.0)",93.0,121.0,0.56,0.26,0.82,0.3170731707317073,135.79988954340132,23.33452377915607,92.41309431027621,156.53791736088587,"(926.0, 637.0)","(1166.0, 695.0)",110.0,134.0,0.48,0.2,0.68,0.29411764705882354,87.3444331368634,28.04460732476032,123.5971277983433,158.33534039279115,"(892.0, 547.0)","(1050.0, 563.0)"
65,05082019-Bear9,8,349.1456143215893,38.519637848764894,143.0,,,,,,,,,,,"(360.0, 545.0)",163.0,,,,,,,,,,,"(258.0, 387.0)",,,,,,,,,,,,,149.0,,,,,,,,,,,"(484.0, 443.0)",155.0,,,,,,,,,,,"(566.0, 605.0)",137.0,,,,,,,,,,,"(702.0, 471.0)",134.0,155.0,0.42,0.04,0.46,0.08695652173913042,69.08140125967337,0.0,127.4809410755649,149.19324637430847,"(760.0, 611.0)","(884.0, 631.0)",144.0,,,,,,,,,,,"(842.0, 537.0)"
66,05082019-Bear9,8,349.1456143215893,38.519637848764894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,"(760.0, 611.0)",,,,,,,,,,,,
67,05082019-Bear9,3,364.65,40.58463379162119,41.0,53.0,0.24,0.78,1.02,0.7647058823529412,43.026735874337476,63.17582607295294,129.9735069158327,110.7231850265433,"(1476.0, 885.0)","(1542.0, 843.0)",,35.0,,,,,,,,,"(1470.0, 732.0)",,,33.0,,,,,,,,,"(1596.0, 855.0)",,51.0,61.0,0.2,0.6,0.8,0.7499999999999999,70.54594247722545,42.066910987140474,96.11161480279064,130.06838645977734,"(1491.0, 735.0)","(1617.0, 711.0)",49.0,78.0,0.58,0.46,1.04,0.4423076923076923,100.7716477983763,23.1,73.7348798059643,132.83411110285343,"(1563.0, 882.0)","(1746.0, 873.0)",42.0,75.0,0.66,0.62,1.28,0.484375,115.51178511303513,24.361958049385123,126.28699457980622,116.56575298116684,"(1569.0, 708.0)","(1779.0, 711.0)",,34.0,,,,,,,,,"(1992.0, 834.0)",,,56.0,,,,,,,,,"(1923.0, 780.0)",
68,05082019-Bear9,3,364.65,40.58463379162119,92.0,104.0,0.24,0.44,0.68,0.6470588235294117,67.89103401775525,59.03219460599446,135.8722653818652,186.69637471622192,"(1278.0, 1014.0)","(1389.0, 960.0)",64.0,76.0,0.24,0.54,0.78,0.6923076923076923,95.78530680641994,0.0,107.25,112.1353392982187,"(1305.0, 879.0)","(1434.0, 762.0)",76.0,96.0,0.4,0.42,0.82,0.5121951219512195,60.06090658656429,43.8415898434352,138.88452937602517,130.7926829268293,"(1455.0, 954.0)","(1542.0, 888.0)",91.0,100.0,0.18,0.5,0.68,0.7352941176470588,54.64963403354135,42.58151007186101,136.71123765075058,186.69637471622192,"(1347.0, 834.0)","(1434.0, 786.0)",101.0,113.0,0.24,0.56,0.8,0.7000000000000001,92.53249429254568,41.25,136.0624856453828,162.46688364479084,"(1461.0, 969.0)","(1605.0, 882.0)",106.0,121.0,0.3,0.6,0.9,0.6666666666666666,106.6262631812632,68.66855175405989,163.61644935641402,192.0454951885678,"(1368.0, 819.0)","(1548.0, 747.0)",50.0,103.0,1.06,0.12,1.18,0.1016949152542373,125.49765934072236,0.0,212.6452503584315,126.44420662363864,"(1743.0, 834.0)","(1971.0, 843.0)",77.0,125.0,0.96,0.14,1.1,0.1272727272727273,158.44296292357072,15.653274417833481,110.63616045398541,185.321342537766,"(1590.0, 807.0)","(1875.0, 765.0)"
69,05082019-Bear9,3,364.65,40.58463379162119,126.0,139.0,0.26,0.48,0.74,0.6486486486486487,76.915489337324,27.659040113496353,77.14522020190233,157.80753654439903,"(1053.0, 1116.0)","(1182.0, 1062.0)",103.0,120.0,0.34,0.34,0.68,0.5,107.25,14.85,113.75430761074502,191.13751017034215,"(1125.0, 954.0)","(1305.0, 879.0)",117.0,130.0,0.26,0.4,0.66,0.6060606060606061,95.20085346256094,26.4,99.88975172659106,227.0600140931908,"(1224.0, 1056.0)","(1380.0, 981.0)",125.0,139.0,0.28,0.48,0.76,0.631578947368421,95.48639955511992,31.866793061116148,118.06438921198892,153.6547066353359,"(1119.0, 933.0)","(1284.0, 879.0)",141.0,154.0,0.26,0.86,1.12,0.7678571428571428,95.20085346256094,39.942270841803676,106.2681984414905,117.5805907133486,"(1233.0, 1065.0)","(1389.0, 990.0)",151.0,163.0,0.24,0.9,1.14,0.7894736842105264,98.07442327130964,24.024362634625717,122.9554492489048,81.87552203212658,"(1092.0, 930.0)","(1266.0, 891.0)",109.0,171.0,1.24,0.18,1.42,0.1267605633802817,212.6452503584315,8.885521931771931,67.95115893051421,165.40863899325356,"(1383.0, 975.0)","(1743.0, 834.0)",132.0,162.0,0.6,0.08,0.68,0.1176470588235294,94.98613056652007,0.0,64.93960655870961,130.4439534819457,"(1398.0, 867.0)","(1563.0, 816.0)"
70,05082019-Bear9,3,364.65,40.58463379162119,163.0,176.0,0.26,0.92,1.18,0.7796610169491526,53.13409922074525,64.07440986852708,161.00821407617687,96.76634900580791,"(948.0, 1209.0)","(1005.0, 1131.0)",137.0,152.0,0.3,0.56,0.86,0.6511627906976745,100.36558174992064,23.33452377915607,117.33576820390276,135.665835925326,"(936.0, 1038.0)","(1098.0, 954.0)",150.0,163.0,0.26,0.86,1.12,0.7678571428571428,76.13279516739156,24.529013433075534,33.36918488665853,83.33758492555741,"(1056.0, 1125.0)","(1176.0, 1056.0)",163.0,179.0,0.32,0.44,0.76,0.5789473684210527,86.38502474387562,26.088790696389125,66.81990721334475,61.445008689052884,"(927.0, 1029.0)","(1065.0, 954.0)",197.0,211.0,0.28,0.54,0.82,0.6585365853658537,66.37021169169194,24.361958049385123,129.9735069158327,125.24197281625595,"(1077.0, 1179.0)","(1176.0, 1110.0)",208.0,226.0,0.36,0.52,0.88,0.5909090909090909,103.8976058434457,42.26061996705681,162.48102196872102,199.5003524432977,"(921.0, 1074.0)","(1080.0, 972.0)",180.0,213.0,0.66,0.18,0.84,0.21428571428571427,59.14737948548524,15.653274417833481,109.5107871398978,105.7800229972849,"(1275.0, 1035.0)","(1368.0, 981.0)",166.0,190.0,0.48,0.3,0.78,0.3846153846153846,64.93960655870961,0.0,100.32488474949771,59.86949564574385,"(1293.0, 921.0)","(1398.0, 867.0)"
71,05082019-Bear9,3,364.65,40.58463379162119,222.0,235.0,0.26,0.44,0.7,0.6285714285714287,98.697036429672,33.0,142.9703815480675,200.91099918082318,"(741.0, 1416.0)","(882.0, 1305.0)",180.0,198.0,0.36,0.86,1.22,0.7049180327868853,95.60037918334845,72.37465025822232,143.70164404069985,119.57604075078741,"(843.0, 1230.0)","(906.0, 1068.0)",206.0,208.0,0.04,0.12,0.16,0.75,18.81289451413578,0.0,105.1090148369777,167.87533739727826,"(1065.0, 1185.0)","(1086.0, 1158.0)",201.0,211.0,0.2,0.7,0.9,0.7777777777777777,65.37832209532453,49.883514310842216,163.94890210062403,166.9239680546539,"(885.0, 1143.0)","(966.0, 1056.0)",238.0,249.0,0.22,0.4,0.62,0.6451612903225807,105.71595196563291,28.098487503778568,141.8328329407546,215.63021698887212,"(879.0, 1308.0)","(1038.0, 1200.0)",,,,,,,,,,,,,222.0,249.0,0.54,0.06,0.6,0.1,94.28129453926692,0.0,165.82294774849467,205.6808814644667,"(1104.0, 1137.0)","(1248.0, 1044.0)",205.0,232.0,0.54,0.2,0.74,0.2702702702702703,100.32488474949771,24.529013433075534,157.43455783277062,173.93321147093545,"(1146.0, 1029.0)","(1293.0, 921.0)"
72,05082019-Bear9,3,364.65,40.58463379162119,257.0,273.0,0.32,0.6,0.92,0.6521739130434782,112.05431718590765,34.65000000000001,152.2387680585993,153.74827100323415,"(495.0, 1500.0)","(693.0, 1452.0)",241.0,247.0,0.12,0.46,0.58,0.7931034482758622,71.48519077403375,28.195212359547853,125.6602562467545,180.7305330175392,"(600.0, 1326.0)","(723.0, 1284.0)",214.0,226.0,0.24,0.46,0.7,0.6571428571428573,105.1090148369777,33.0412242509263,164.01531178521108,168.16855611352003,"(924.0, 1314.0)","(1065.0, 1185.0)",246.0,257.0,0.22,0.46,0.68,0.6764705882352939,114.37487704911426,13.302725284692606,118.53616536736796,159.05880245496732,"(624.0, 1287.0)","(810.0, 1194.0)",,,,,,,,,,,,,,,,,,,,,,,,,252.0,293.0,0.82,0.24,1.06,0.22641509433962265,165.82294774849467,42.066910987140474,115.32307878304327,148.68621882889255,"(846.0, 1293.0)","(1104.0, 1137.0)",242.0,273.0,0.62,0.3,0.92,0.3260869565217391,133.6907345331007,13.302725284692606,125.0194884807965,180.46526883626018,"(906.0, 1185.0)","(1104.0, 1044.0)"
73,05082019-Bear9,3,364.65,40.58463379162119,,,,,,,,,,,,,270.0,283.0,0.26,0.4,0.66,0.6060606060606061,97.50369223778144,13.302725284692606,87.69870295506084,168.54153790683173,"(390.0, 1416.0)","(552.0, 1344.0)",249.0,263.0,0.28,0.56,0.84,0.6666666666666667,135.27987655227957,20.07311634998413,119.00607127369595,174.36839373778113,"(651.0, 1434.0)","(864.0, 1311.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,08082019-Bear17,2,360.48839440403634,38.09320805603014,10.0,25.0,0.3,0.38,0.68,0.5588235294117647,125.19962060645392,2.459674775249769,137.75276766729593,208.80339847043385,"(1125.0, 891.0)","(1142.0, 664.0)",,6.0,,,,,,,,,"(1027.0, 722.0)",,4.0,13.0,0.18,0.38,0.56,0.6785714285714285,91.3265021776264,29.170747333587464,143.70164404069985,247.50000000000003,"(1147.0, 643.0)","(1151.0, 477.0)",18.0,30.0,0.24,0.4,0.64,0.625,111.67167277335822,26.605450569385212,119.5032426338298,230.16173936936443,"(1001.0, 772.0)","(997.0, 569.0)",,8.0,,,,,,,,,"(1141.0, 439.0)",,11.0,21.0,0.2,0.38,0.58,0.6551724137931035,81.59486809842885,31.619021173970584,141.41846590880556,210.6901666284215,"(1008.0, 552.0)","(988.0, 405.0)",4.0,16.0,0.24,0.02,0.26,0.07692307692307693,82.42112896581799,0.0,28.393000898108678,242.48619798458168,"(1102.0, 234.0)","(1118.0, 85.0)",,3.0,,,,,,,,,"(1028.0, 138.0)",
75,08082019-Bear17,2,360.48839440403634,38.09320805603014,44.0,55.0,0.22,0.52,0.74,0.7027027027027027,135.6906960701433,6.891480247377918,128.3811220546074,190.58646657562636,"(1098.0, 1140.0)","(1127.0, 895.0)",24.0,39.0,0.3,0.36,0.66,0.5454545454545454,120.22250205348415,24.200000000000006,135.04712140582635,218.41760460182687,"(1003.0, 984.0)","(1019.0, 766.0)",32.0,46.0,0.28,0.38,0.66,0.5757575757575757,114.6588417872778,23.158853598570033,116.25183869513636,212.13203435596432,"(1135.0, 904.0)","(1149.0, 696.0)",50.0,60.0,0.2,0.4,0.6,0.6666666666666667,93.41908263304667,12.06244170970372,133.2612659402574,154.6126207655766,"(990.0, 989.0)","(1007.0, 820.0)",26.0,35.0,0.18,0.4,0.58,0.6896551724137931,87.81590117968383,41.42927708758626,127.65806868349529,248.5441707538031,"(1129.0, 680.0)","(1152.0, 522.0)",40.0,49.0,0.18,0.58,0.76,0.763157894736842,110.58419869040966,24.055820501491947,132.09277989352788,185.81217479098086,"(1000.0, 809.0)","(995.0, 608.0)",17.0,24.0,0.14,0.18,0.32,0.5625,28.393000898108678,28.789755122265287,129.8046609332654,238.0825503501884,"(1129.0, 278.0)","(1102.0, 234.0)",18.0,31.0,0.26,0.18,0.44,0.40909090909090906,84.1805500100825,14.613863281145067,132.60590107532923,225.12496529705453,"(1033.0, 348.0)","(1008.0, 197.0)"
76,08082019-Bear17,2,360.48839440403634,38.09320805603014,81.0,93.0,0.24,0.4,0.64,0.625,124.8609026076618,9.398404119849284,147.26140872611538,207.55107205159317,"(1084.0, 1373.0)","(1087.0, 1146.0)",57.0,77.0,0.4,0.42,0.82,0.5121951219512195,111.3909556472158,26.22179437033248,133.65,182.00079630932348,"(956.0, 1225.0)","(1003.0, 1028.0)",65.0,79.0,0.28,0.42,0.7,0.6,93.11907699284825,26.972439637526307,128.0271943768198,199.39812497839085,"(1111.0, 1114.0)","(1132.0, 946.0)",80.0,95.0,0.3,0.48,0.78,0.6153846153846153,121.868135704129,45.98013157875911,151.48481772111685,224.71917056918343,"(965.0, 1230.0)","(981.0, 1009.0)",55.0,64.0,0.18,0.52,0.7,0.7428571428571429,86.69263232824345,30.976281248723197,127.57391974851286,181.6377028649086,"(1122.0, 912.0)","(1136.0, 755.0)",78.0,89.0,0.22,0.38,0.6,0.6333333333333334,108.35139593009407,24.59674775249769,110.74683968402893,221.09726366465958,"(991.0, 1049.0)","(992.0, 852.0)",33.0,52.0,0.38,0.14,0.52,0.2692307692307693,101.29560701234777,20.409372846807425,131.4511506225792,204.65731207219397,"(1131.0, 514.0)","(1123.0, 330.0)",40.0,60.0,0.4,0.44,0.84,0.5238095238095238,119.12548006199181,60.0483138814072,123.3766590567276,191.3540966536187,"(1040.0, 589.0)","(1024.0, 373.0)"
77,08082019-Bear17,2,360.48839440403634,38.09320805603014,113.0,126.0,0.26,0.32,0.58,0.5517241379310346,138.26457427699984,3.3000000000000003,124.35960960054516,219.21791725075173,"(1064.0, 1640.0)","(1078.0, 1389.0)",98.0,110.0,0.24,0.38,0.62,0.6129032258064516,107.88975855010523,39.66106403010389,119.86593552798892,189.25123903855285,"(956.0, 1468.0)","(964.0, 1272.0)",100.0,113.0,0.26,0.24,0.5,0.48,101.78715537826963,33.24202911977547,151.5387244238251,190.4303022105464,"(1092.0, 1346.0)","(1097.0, 1161.0)",119.0,131.0,0.24,0.44,0.68,0.6470588235294117,105.51546095241208,30.429467625970716,126.95353480703086,201.52857151880053,"(937.0, 1504.0)","(955.0, 1313.0)",90.0,102.0,0.24,0.4,0.64,0.625,97.38883406222708,43.04430856687096,152.51768749886028,216.62387523150008,"(1101.0, 1143.0)","(1128.0, 968.0)",108.0,119.0,0.22,0.46,0.68,0.6764705882352939,88.65924937647513,48.95,151.44986794315798,216.07853423808086,"(979.0, 1250.0)","(971.0, 1089.0)",59.0,89.0,0.6,0.1,0.7,0.14285714285714288,111.73666587114543,4.699202059924642,103.77379245262266,213.20093281949318,"(1130.0, 753.0)","(1122.0, 550.0)",82.0,95.0,0.26,0.36,0.62,0.5806451612903225,63.837919765606394,35.272971238612726,128.16888272899942,214.2462679242252,"(1028.0, 813.0)","(1024.0, 697.0)"
78,08082019-Bear17,2,360.48839440403634,38.09320805603014,142.0,,,,,,,,,,,"(1064.0, 1646.0)",129.0,139.0,0.2,0.36,0.56,0.6428571428571428,81.25307686481787,17.957310489045962,152.6039399884551,189.53575971088853,"(927.0, 1684.0)","(960.0, 1540.0)",125.0,142.0,0.34,0.56,0.9,0.6222222222222222,120.80609463102431,47.020979360281316,134.8798503841203,190.32260623594996,"(1075.0, 1621.0)","(1109.0, 1404.0)",153.0,,,,,,,,,,,"(943.0, 1559.0)",122.0,137.0,0.3,0.4,0.7,0.5714285714285715,110.99784907825918,27.828043409481744,141.7987041548688,151.62860776871085,"(1088.0, 1420.0)","(1115.0, 1220.0)",142.0,,,,,,,,,,,"(979.0, 1339.0)",94.0,119.0,0.5,0.02,0.52,0.038461538461538464,99.2578586309417,0.0,95.17543012773834,162.94298404747553,"(1114.0, 941.0)","(1127.0, 761.0)",113.0,125.0,0.24,0.14,0.38,0.368421052631579,93.60347215782116,13.245754036671526,89.64831286756045,163.45013089887303,"(1024.0, 1046.0)","(1016.0, 876.0)"
