bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
05082019-Bear6,1,1,328.68149096047375,33.0,4,2,1,"(567.0, 1506.0)",1,"(726.0, 1476.0)",0,0,1,"(636.0, 1617.0)",1,"(435.0, 1623.0)",0,0,1,"(345.0, 1800.0)",1,"(432.0, 1827.0)","(732.0, 1342.0)","(567.0, 1572.0)",3.6895121628746534,184.47560814373267,"(402.0, 1803.0)"
05082019-Bear6,1,2,328.68149096047375,33.0,4,2,1,"(564.0, 1500.0)",1,"(726.0, 1476.0)",0,0,1,"(636.0, 1617.0)",1,"(435.0, 1623.0)",0,0,1,"(345.0, 1800.0)",1,"(432.0, 1827.0)","(734.0, 1338.0)","(570.0, 1578.0)",0.0,0.0,"(402.0, 1803.0)"
05082019-Bear6,1,3,328.68149096047375,33.0,4,2,1,"(564.0, 1500.0)",1,"(726.0, 1476.0)",0,0,1,"(636.0, 1617.0)",1,"(435.0, 1623.0)",0,0,1,"(345.0, 1800.0)",1,"(432.0, 1827.0)","(734.0, 1338.0)","(570.0, 1578.0)",0.0,0.0,"(402.0, 1803.0)"
05082019-Bear6,1,4,328.68149096047375,33.0,4,2,1,"(564.0, 1500.0)",1,"(726.0, 1476.0)",0,0,1,"(636.0, 1617.0)",1,"(435.0, 1623.0)",0,0,1,"(345.0, 1800.0)",1,"(432.0, 1827.0)","(734.0, 1336.0)","(570.0, 1578.0)",19.24214125298949,962.1070626494745,"(402.0, 1803.0)"
05082019-Bear6,1,5,328.68149096047375,33.0,3,2,0,0,1,"(726.0, 1476.0)",0,0,1,"(636.0, 1617.0)",1,"(447.0, 1602.0)",0,0,1,"(345.0, 1800.0)",1,"(432.0, 1827.0)","(766.0, 1328.0)","(588.0, 1548.0)",0.0,0.0,"(426.0, 1767.0)"
05082019-Bear6,1,6,328.68149096047375,33.0,3,1,0,0,1,"(726.0, 1476.0)",0,0,1,"(636.0, 1617.0)",1,"(447.0, 1602.0)",0,0,0,0,1,"(432.0, 1827.0)","(758.0, 1320.0)","(588.0, 1548.0)",10.565154991764201,528.25774958821,"(426.0, 1767.0)"
05082019-Bear6,1,7,328.68149096047375,33.0,3,1,0,0,1,"(726.0, 1476.0)",0,0,1,"(657.0, 1599.0)",1,"(447.0, 1602.0)",0,0,0,0,1,"(444.0, 1812.0)","(770.0, 1316.0)","(603.0, 1536.0)",0.0,0.0,"(426.0, 1767.0)"
05082019-Bear6,1,8,328.68149096047375,33.0,3,1,0,0,1,"(747.0, 1470.0)",0,0,1,"(657.0, 1599.0)",1,"(447.0, 1602.0)",0,0,0,0,1,"(444.0, 1812.0)","(796.0, 1320.0)","(603.0, 1536.0)",0.0,0.0,"(426.0, 1767.0)"
05082019-Bear6,1,9,328.68149096047375,33.0,3,1,0,0,1,"(747.0, 1470.0)",0,0,1,"(657.0, 1599.0)",1,"(447.0, 1602.0)",0,0,0,0,1,"(444.0, 1812.0)","(808.0, 1308.0)","(603.0, 1536.0)",15.212248354533266,760.6124177266632,"(453.0, 1731.0)"
05082019-Bear6,1,10,328.68149096047375,33.0,4,1,0,0,1,"(747.0, 1470.0)",1,"(582.0, 1431.0)",1,"(657.0, 1563.0)",1,"(447.0, 1602.0)",0,0,0,0,1,"(444.0, 1812.0)","(816.0, 1308.0)","(609.0, 1509.0)",0.0,0.0,"(453.0, 1731.0)"
05082019-Bear6,1,11,328.68149096047375,33.0,4,1,0,0,1,"(747.0, 1470.0)",1,"(582.0, 1431.0)",1,"(657.0, 1563.0)",1,"(483.0, 1575.0)",0,0,0,0,1,"(444.0, 1812.0)","(822.0, 1302.0)","(609.0, 1509.0)",0.0,0.0,"(453.0, 1731.0)"
05082019-Bear6,1,12,328.68149096047375,33.0,4,1,0,0,1,"(747.0, 1470.0)",1,"(582.0, 1431.0)",1,"(657.0, 1563.0)",1,"(483.0, 1575.0)",0,0,0,0,1,"(471.0, 1791.0)","(840.0, 1296.0)","(609.0, 1509.0)",17.539740591012173,876.9870295506087,"(453.0, 1731.0)"
05082019-Bear6,1,13,328.68149096047375,33.0,3,1,0,0,1,"(747.0, 1470.0)",1,"(582.0, 1431.0)",0,0,1,"(483.0, 1575.0)",0,0,0,0,1,"(471.0, 1791.0)","(846.0, 1296.0)","(633.0, 1488.0)",0.0,0.0,"(453.0, 1731.0)"
05082019-Bear6,1,14,328.68149096047375,33.0,3,1,0,0,1,"(747.0, 1470.0)",1,"(582.0, 1431.0)",0,0,1,"(483.0, 1575.0)",0,0,0,0,1,"(471.0, 1791.0)","(846.0, 1296.0)","(633.0, 1488.0)",0.0,0.0,"(492.0, 1704.0)"
05082019-Bear6,1,15,328.68149096047375,33.0,3,1,0,0,1,"(747.0, 1470.0)",1,"(582.0, 1431.0)",0,0,1,"(498.0, 1581.0)",0,0,0,0,1,"(471.0, 1791.0)","(846.0, 1296.0)","(633.0, 1488.0)",0.0,0.0,"(492.0, 1704.0)"
05082019-Bear6,1,16,328.68149096047375,33.0,3,1,0,0,1,"(747.0, 1470.0)",1,"(585.0, 1455.0)",0,0,1,"(498.0, 1581.0)",0,0,0,0,1,"(471.0, 1791.0)","(846.0, 1296.0)","(633.0, 1488.0)",6.80312428226914,340.156214113457,"(492.0, 1704.0)"
05082019-Bear6,1,17,328.68149096047375,33.0,4,1,0,0,1,"(738.0, 1476.0)",1,"(585.0, 1455.0)",0,0,1,"(498.0, 1581.0)",1,"(648.0, 1596.0)",0,0,1,"(471.0, 1791.0)","(846.0, 1296.0)","(645.0, 1485.0)",0.0,0.0,"(492.0, 1704.0)"
05082019-Bear6,1,18,328.68149096047375,33.0,5,1,1,"(717.0, 1308.0)",1,"(738.0, 1476.0)",1,"(585.0, 1455.0)",0,0,1,"(501.0, 1581.0)",1,"(648.0, 1596.0)",0,0,1,"(471.0, 1791.0)","(838.0, 1280.0)","(645.0, 1485.0)",0.0,0.0,"(492.0, 1704.0)"
05082019-Bear6,1,19,328.68149096047375,33.0,5,1,1,"(717.0, 1308.0)",1,"(738.0, 1476.0)",1,"(585.0, 1455.0)",0,0,1,"(501.0, 1581.0)",1,"(648.0, 1596.0)",0,0,1,"(471.0, 1791.0)","(838.0, 1280.0)","(645.0, 1485.0)",0.0,0.0,"(492.0, 1704.0)"
05082019-Bear6,1,20,328.68149096047375,33.0,5,1,1,"(717.0, 1308.0)",1,"(759.0, 1437.0)",1,"(603.0, 1455.0)",0,0,1,"(501.0, 1581.0)",1,"(648.0, 1596.0)",0,0,1,"(471.0, 1791.0)","(840.0, 1264.0)","(645.0, 1485.0)",17.539740591012173,876.9870295506087,"(492.0, 1704.0)"
