bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
05082019-Bear1,1,1,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1500.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1242.0, 1653.0)","(1161.0, 1011.0)","(1170.0, 1365.0)",0.0,0.0,"(1179.0, 1623.0)"
05082019-Bear1,1,2,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1500.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1242.0, 1656.0)","(1161.0, 1011.0)","(1170.0, 1365.0)",0.0,0.0,"(1179.0, 1623.0)"
05082019-Bear1,1,3,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1497.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1242.0, 1656.0)","(1161.0, 1011.0)","(1170.0, 1365.0)",0.0,0.0,"(1179.0, 1623.0)"
05082019-Bear1,1,4,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1497.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1161.0, 1011.0)","(1170.0, 1365.0)",0.0,0.0,"(1179.0, 1629.0)"
05082019-Bear1,1,5,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1497.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1170.0, 999.0)","(1170.0, 1365.0)",0.0,0.0,"(1191.0, 1611.0)"
05082019-Bear1,1,6,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1497.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1170.0, 999.0)","(1170.0, 1365.0)",1.6500000000000001,82.5,"(1191.0, 1611.0)"
05082019-Bear1,1,7,364.83287269652664,33.16458954969894,6,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",1,"(1101.0, 1497.0)",1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1170.0, 999.0)","(1167.0, 1365.0)",0.0,0.0,"(1191.0, 1611.0)"
05082019-Bear1,1,8,364.83287269652664,33.16458954969894,5,2,1,"(1095.0, 1143.0)",1,"(1212.0, 1191.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",0,0,1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1170.0, 999.0)","(1167.0, 1365.0)",3.6895121628746534,184.47560814373267,"(1191.0, 1611.0)"
05082019-Bear1,1,9,364.83287269652664,33.16458954969894,5,2,1,"(1092.0, 1155.0)",1,"(1215.0, 1173.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",0,0,1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1170.0, 999.0)","(1170.0, 1359.0)",0.0,0.0,"(1188.0, 1578.0)"
05082019-Bear1,1,10,364.83287269652664,33.16458954969894,5,2,1,"(1092.0, 1155.0)",1,"(1215.0, 1173.0)",1,"(1104.0, 1338.0)",1,"(1239.0, 1251.0)",0,0,1,"(1236.0, 1482.0)",1,"(1149.0, 1680.0)",1,"(1239.0, 1632.0)","(1170.0, 999.0)","(1170.0, 1359.0)",0.0,0.0,"(1191.0, 1584.0)"
