bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
08082019-Bear14,2,1,338.1574263564235,40.75199381625395,4,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",0,0,0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1014.0, 1287.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,2,338.1574263564235,40.75199381625395,4,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",0,0,0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1014.0, 1287.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,3,338.1574263564235,40.75199381625395,4,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",0,0,0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1014.0, 1287.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,4,338.1574263564235,40.75199381625395,4,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",0,0,0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1014.0, 1287.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,5,338.1574263564235,40.75199381625395,4,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",0,0,0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1014.0, 1287.0)",7.379024325749307,368.95121628746534,"(1026.0, 1524.0)"
08082019-Bear14,2,6,338.1574263564235,40.75199381625395,5,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1008.0, 1275.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,7,338.1574263564235,40.75199381625395,5,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1008.0, 1275.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,8,338.1574263564235,40.75199381625395,5,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(930.0, 1089.0)","(1008.0, 1275.0)",0.0,0.0,"(1026.0, 1524.0)"
08082019-Bear14,2,9,338.1574263564235,40.75199381625395,5,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(897.0, 1131.0)","(1008.0, 1275.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,10,338.1574263564235,40.75199381625395,5,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",0,0,1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(897.0, 1131.0)","(1008.0, 1275.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,11,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",1,"(1080.0, 1326.0)",1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(897.0, 1131.0)","(1008.0, 1275.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,12,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",1,"(1080.0, 1326.0)",1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(885.0, 1092.0)","(1008.0, 1275.0)",4.95,247.5,"(1023.0, 1503.0)"
08082019-Bear14,2,13,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(906.0, 1341.0)",1,"(1080.0, 1326.0)",1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(885.0, 1095.0)","(1008.0, 1266.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,14,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(987.0, 1584.0)",1,"(1074.0, 1590.0)","(885.0, 1095.0)","(1008.0, 1266.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,15,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(987.0, 1584.0)",1,"(1056.0, 1575.0)","(885.0, 1095.0)","(1008.0, 1266.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,16,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(981.0, 1578.0)",1,"(1056.0, 1575.0)","(885.0, 1119.0)","(1008.0, 1266.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,17,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(981.0, 1578.0)",1,"(1056.0, 1575.0)","(885.0, 1119.0)","(1008.0, 1266.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,18,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(981.0, 1578.0)",1,"(1056.0, 1575.0)","(885.0, 1119.0)","(1008.0, 1266.0)",0.0,0.0,"(1023.0, 1503.0)"
08082019-Bear14,2,19,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(981.0, 1578.0)",1,"(1056.0, 1575.0)","(885.0, 1119.0)","(1008.0, 1266.0)",0.0,0.0,"(1017.0, 1494.0)"
08082019-Bear14,2,20,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(981.0, 1578.0)",1,"(1056.0, 1575.0)","(885.0, 1119.0)","(1008.0, 1266.0)",0.0,0.0,"(1017.0, 1494.0)"
08082019-Bear14,2,21,338.1574263564235,40.75199381625395,6,2,1,"(930.0, 1233.0)",1,"(1056.0, 1233.0)",1,"(921.0, 1278.0)",1,"(1092.0, 1284.0)",1,"(918.0, 1356.0)",1,"(1080.0, 1326.0)",1,"(981.0, 1578.0)",1,"(1056.0, 1575.0)","(885.0, 1119.0)","(1008.0, 1266.0)",9.333809511662427,466.6904755831213,"(1017.0, 1494.0)"
