bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
05082019-Bear5,4,1,323.5052125,34.01562141,5,2,1,"(1504.0, 917.0)",1,"(1380.0, 787.0)",0,0,1,"(1538.0, 783.0)",1,"(1630.0, 925.0)",1,"(1694.0, 797.0)",1,"(1860.0, 905.0)",1,"(1862.0, 821.0)","(1256.0, 854.0)","(1524.0, 855.0)",16.5,825,"(1827.0, 864.0)"
05082019-Bear5,4,2,323.5052125,34.01562141,4,2,1,"(1490.0, 907.0)",1,"(1380.0, 787.0)",0,0,1,"(1538.0, 783.0)",1,"(1630.0, 925.0)",0,0,1,"(1828.0, 899.0)",1,"(1840.0, 821.0)","(1242.0, 868.0)","(1494.0, 855.0)",0,0,"(1827.0, 864.0)"
05082019-Bear5,4,3,323.5052125,34.01562141,4,2,1,"(1492.0, 907.0)",1,"(1380.0, 787.0)",0,0,1,"(1538.0, 783.0)",1,"(1630.0, 925.0)",0,0,1,"(1828.0, 899.0)",1,"(1840.0, 821.0)","(1242.0, 868.0)","(1494.0, 855.0)",1.65,82.5,"(1827.0, 864.0)"
05082019-Bear5,4,4,323.5052125,34.01562141,4,1,1,"(1492.0, 907.0)",1,"(1380.0, 787.0)",0,0,1,"(1538.0, 783.0)",1,"(1630.0, 925.0)",0,0,0,0,1,"(1840.0, 821.0)","(1232.0, 866.0)","(1494.0, 858.0)",0,0,"(1788.0, 855.0)"
05082019-Bear5,4,5,323.5052125,34.01562141,4,1,1,"(1492.0, 907.0)",1,"(1380.0, 787.0)",0,0,1,"(1522.0, 775.0)",1,"(1630.0, 925.0)",0,0,0,0,1,"(1840.0, 821.0)","(1220.0, 862.0)","(1494.0, 858.0)",17.22650574,861.325287,"(1788.0, 855.0)"
05082019-Bear5,4,6,323.5052125,34.01562141,4,1,1,"(1434.0, 897.0)",1,"(1360.0, 779.0)",0,0,1,"(1522.0, 775.0)",1,"(1630.0, 925.0)",0,0,0,0,1,"(1814.0, 819.0)","(1208.0, 836.0)","(1464.0, 849.0)",0,0,"(1788.0, 855.0)"
05082019-Bear5,4,7,323.5052125,34.01562141,4,1,1,"(1434.0, 897.0)",1,"(1360.0, 779.0)",0,0,1,"(1484.0, 785.0)",1,"(1630.0, 925.0)",0,0,0,0,1,"(1814.0, 819.0)","(1200.0, 824.0)","(1464.0, 849.0)",0,0,"(1788.0, 855.0)"
05082019-Bear5,4,8,323.5052125,34.01562141,3,1,0,0,1,"(1360.0, 779.0)",0,0,1,"(1484.0, 785.0)",1,"(1606.0, 923.0)",0,0,0,0,1,"(1814.0, 819.0)","(1190.0, 814.0)","(1464.0, 849.0)",0,0,"(1749.0, 861.0)"
05082019-Bear5,4,9,323.5052125,34.01562141,4,1,0,0,1,"(1360.0, 779.0)",0,0,1,"(1484.0, 785.0)",1,"(1606.0, 923.0)",1,"(1538.0, 781.0)",0,0,1,"(1814.0, 819.0)","(1176.0, 818.0)","(1464.0, 849.0)",0,0,"(1749.0, 861.0)"
05082019-Bear5,4,10,323.5052125,34.01562141,4,1,0,0,1,"(1360.0, 779.0)",0,0,1,"(1484.0, 785.0)",1,"(1606.0, 923.0)",1,"(1538.0, 781.0)",0,0,1,"(1814.0, 819.0)","(1176.0, 824.0)","(1464.0, 849.0)",20.40937285,1020.468642,"(1749.0, 861.0)"
05082019-Bear5,4,11,323.5052125,34.01562141,4,1,0,0,1,"(1330.0, 783.0)",0,0,1,"(1468.0, 785.0)",1,"(1594.0, 927.0)",1,"(1538.0, 781.0)",0,0,1,"(1814.0, 819.0)","(1176.0, 814.0)","(1428.0, 858.0)",0,0,"(1749.0, 861.0)"
05082019-Bear5,4,12,323.5052125,34.01562141,4,1,0,0,1,"(1330.0, 783.0)",0,0,1,"(1468.0, 785.0)",1,"(1594.0, 927.0)",1,"(1538.0, 781.0)",0,0,1,"(1788.0, 823.0)","(1176.0, 806.0)","(1428.0, 858.0)",0,0,"(1716.0, 867.0)"
05082019-Bear5,4,13,323.5052125,34.01562141,4,1,0,0,1,"(1330.0, 783.0)",0,0,1,"(1468.0, 785.0)",1,"(1594.0, 927.0)",1,"(1538.0, 781.0)",0,0,1,"(1788.0, 823.0)","(1170.0, 798.0)","(1428.0, 858.0)",0,0,"(1716.0, 867.0)"
05082019-Bear5,4,14,323.5052125,34.01562141,3,1,0,0,1,"(1330.0, 783.0)",0,0,0,0,1,"(1580.0, 927.0)",1,"(1538.0, 781.0)",0,0,1,"(1788.0, 823.0)","(1168.0, 796.0)","(1428.0, 858.0)",0,0,"(1716.0, 867.0)"
05082019-Bear5,4,15,323.5052125,34.01562141,4,1,0,0,1,"(1330.0, 783.0)",1,"(1382.0, 913.0)",0,0,1,"(1580.0, 927.0)",1,"(1538.0, 781.0)",0,0,1,"(1788.0, 823.0)","(1160.0, 780.0)","(1428.0, 858.0)",0,0,"(1716.0, 867.0)"
05082019-Bear5,4,16,323.5052125,34.01562141,4,1,0,0,1,"(1330.0, 783.0)",1,"(1382.0, 913.0)",0,0,1,"(1580.0, 927.0)",1,"(1538.0, 781.0)",0,0,1,"(1764.0, 823.0)","(1154.0, 762.0)","(1428.0, 858.0)",15.56606887,778.3034434,"(1716.0, 867.0)"
05082019-Bear5,4,17,323.5052125,34.01562141,4,2,0,0,1,"(1332.0, 769.0)",1,"(1382.0, 913.0)",0,0,1,"(1580.0, 927.0)",1,"(1538.0, 781.0)",1,"(1730.0, 903.0)",1,"(1764.0, 823.0)","(1156.0, 762.0)","(1404.0, 843.0)",0,0,"(1716.0, 867.0)"
05082019-Bear5,4,18,323.5052125,34.01562141,4,2,0,0,1,"(1332.0, 769.0)",1,"(1382.0, 913.0)",0,0,1,"(1580.0, 927.0)",1,"(1538.0, 781.0)",1,"(1730.0, 903.0)",1,"(1764.0, 823.0)","(1148.0, 752.0)","(1404.0, 843.0)",0,0,"(1686.0, 861.0)"
05082019-Bear5,4,19,323.5052125,34.01562141,4,2,0,0,1,"(1332.0, 769.0)",1,"(1382.0, 913.0)",0,0,1,"(1580.0, 927.0)",1,"(1538.0, 781.0)",1,"(1730.0, 903.0)",1,"(1742.0, 831.0)","(1144.0, 744.0)","(1404.0, 843.0)",0,0,"(1686.0, 861.0)"
