bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
Bear6,1,320.30830850916124,41.54593842964677,,6,,,,,,,,,"(552, 933)",,17,28,0.22,0.66,0.88,0.75,79.81635170815564,17.771043863543863,99.00000000000001,68.78976122941553,"(657, 999)","(675, 855)",49,59,0.2,0.96,1.16,0.8275862068965517,72.54372819203601,20.674440742133754,98.84863428495106,65.77029736482716,"(657, 1002)","(696, 876)",40,51,0.22,1.92,2.14,0.8971962616822429,59.97018008977462,31.132137735786795,95.6715474945399,58.28278404073089,"(519, 918)","(534, 810)",29,42,0.26,1.0,1.26,0.7936507936507936,78.80369597931306,16.58229477484947,88.62512341317219,72.73458802237477,"(711, 843)","(759, 708)",14,29,0.3,0.9,1.2,0.75,67.83085581061175,19.937025856431045,52.437820320833325,76.12335794616526,"(564, 747)","(603, 630)",4,32,0.56,0.48,1.04,0.4615384615384615,56.31795894739084,13.60624856453828,64.83471292448206,73.49629790821452,"(780, 561)","(834, 474)",,15,,,,,,,,,"(720, 453)",
Bear6,1,320.30830850916124,41.54593842964677,80,102,0.44,1.22,1.66,0.7349397590361446,82.97712034048904,11.667261889578036,100.66352368161967,47.13793833078547,"(366, 1017)","(510, 972)",61,73,0.24,2.0,2.24,0.8928571428571428,84.32775343859221,14.758048651498614,134.46234603040364,48.63838773519936,"(513, 1107)","(645, 1029)",107,120,0.26,1.64,1.9,0.8631578947368421,78.26637208916739,29.74579802257791,110.99239838835813,62.532346200423675,"(507, 1101)","(624, 1020)",147,157,0.2,0.6,0.8,0.7499999999999999,64.54010381150623,14.000714267493642,97.69895086437727,65.54727540104165,"(372, 1011)","(471, 948)",92,104,0.24,1.72,1.96,0.8775510204081632,73.08587414815534,22.442426339413483,97.62926047041431,65.40914327165478,"(645, 990)","(708, 873)",74,83,0.18,0.82,1.0,0.82,33.16458954969894,11.55,60.060906586564286,61.847493886171335,"(543, 840)","(549, 780)",56,79,0.46,0.64,1.1,0.5818181818181818,51.22977649765808,18.447560814373265,51.67951721910723,51.7228189487,"(750, 675)","(774, 585)",33,58,0.5,0.4,0.9,0.4444444444444445,53.542436440640245,5.949159604515583,64.4345598262299,74.15374419257451,"(654, 588)","(708, 507)"
Bear6,1,320.30830850916124,41.54593842964677,163,172,0.18,0.66,0.84,0.7857142857142858,89.16109016830156,31.30654883566696,120.54037705267062,88.23994710620651,"(369, 1200)","(363, 1038)",173,193,0.4,0.78,1.18,0.6610169491525424,120.08781162132983,5.2177581392778265,96.46504548280689,101.30717926448112,"(453, 1344)","(501, 1131)",202,215,0.26,0.86,1.12,0.7678571428571428,86.71531006690803,15.212248354533266,110.85740841278947,96.33514819660176,"(468, 1299)","(525, 1152)",187,200,0.26,0.72,0.98,0.7346938775510204,89.31363277798077,40.45024721803317,95.24373995176796,90.66859114052991,"(357, 1188)","(390, 1029)",190,202,0.24,0.88,1.12,0.7857142857142857,75.32390058938796,22.9818406573538,118.12202377202992,97.42169024518918,"(555, 1143)","(621, 1023)",124,139,0.3,0.68,0.98,0.6938775510204083,53.871931467137884,19.868631055007288,59.14737948548524,35.51713074597228,"(477, 927)","(522, 840)",111,135,0.48,0.58,1.06,0.5471698113207547,33.65352878971238,0.0,40.58463379162119,45.14150943396226,"(723, 765)","(735, 705)",78,112,0.68,0.94,1.62,0.5802469135802468,60.53498988188567,6.80312428226914,18.81289451413578,48.30183804265671,"(627, 702)","(660, 597)"
Bear6,1,320.30830850916124,41.54593842964677,205,221,0.32,0.92,1.24,0.7419354838709677,89.23739406773375,15.566068867893398,93.41098704113988,109.72781100434099,"(297, 1407)","(351, 1254)",232,244,0.24,0.7,0.94,0.7446808510638298,92.04574949447694,10.565154991764201,101.92673839577131,93.27997839028767,"(414, 1515)","(456, 1353)",258,272,0.28,0.96,1.24,0.7741935483870968,95.65731806819592,13.200000000000001,92.31156482261582,104.36873567535648,"(417, 1494)","(462, 1326)",236,246,0.2,0.94,1.14,0.8245614035087719,54.848541457362394,34.68926346868726,112.78084943819142,104.37122113185234,"(315, 1356)","(342, 1260)",246,259,0.26,0.78,1.04,0.75,95.20085346256094,22.13707297724792,87.83828891776069,98.1219848404203,"(465, 1338)","(540, 1182)",173,186,0.26,0.72,0.98,0.7346938775510204,78.26637208916739,20.674440742133754,107.25000000000001,115.08249942672595,"(423, 1020)","(504, 903)",164,189,0.5,0.28,0.78,0.358974358974359,40.58463379162119,16.987789732628553,81.00138887698162,95.02763534514547,"(690, 831)","(723, 765)",159,168,0.18,0.24,0.42,0.5714285714285714,12.012181317312857,3.3000000000000003,71.63736804210495,93.13283250173335,"(618, 735)","(624, 714)"
Bear6,1,320.30830850916124,41.54593842964677,267,280,0.26,0.9,1.16,0.7758620689655173,78.4401045384311,26.08879069638913,90.7949888485042,87.26714387170225,"(246, 1569)","(282, 1431)",279,294,0.3,0.96,1.26,0.7619047619047619,92.23780407186634,11.667261889578036,82.5659736210989,84.06490109654496,"(324, 1677)","(399, 1527)",,,,,,,,,,,,,293,303,0.2,1.1,1.3,0.8461538461538461,78.26637208916739,22.442426339413483,90.26872381949354,75.14232058697193,"(243, 1548)","(288, 1413)",298,312,0.28,0.96,1.24,0.7741935483870968,70.04245141341072,18.447560814373265,100.81216444457485,66.17200855679995,"(450, 1497)","(483, 1374)",222,233,0.22,0.82,1.04,0.7884615384615384,86.71531006690803,15.212248354533266,89.66349591667728,90.82153245864163,"(348, 1200)","(405, 1053)",203,220,0.34,0.34,0.68,0.5,66.41121893174376,27.3123598394573,73.08587414815534,119.85880534192337,"(609, 954)","(663, 846)",180,205,0.5,0.24,0.74,0.32432432432432434,68.76759774777653,12.56602562467545,72.61874757939579,99.44194635030622,"(555, 849)","(618, 741)"
Bear6,1,320.30830850916124,41.54593842964677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,289,0.3,1.08,1.38,0.7826086956521741,76.18641611206029,42.292818539321786,112.21213169706742,76.7549096968454,"(312, 1359)","(354, 1227)",237,253,0.32,0.34,0.66,0.5151515151515151,45.84506516518436,0.0,67.30705757942476,105.1189802081432,"(546, 1071)","(588, 999)",217,238,0.42,0.26,0.68,0.38235294117647056,60.060906586564286,3.6895121628746534,67.34749438546322,102.05609527629883,"(507, 972)","(546, 870)"
Bear6,1,320.30830850916124,41.54593842964677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,296,0.52,0.4,0.92,0.43478260869565216,67.30705757942476,16.250615372963576,63.476767403515446,74.40233270856749,"(522, 1191)","(546, 1071)",251,274,0.46,0.38,0.84,0.4523809523809524,64.26532891069648,16.987789732628553,92.92884374616959,88.28366271310236,"(444, 1077)","(501, 975)"
Bear6,1,320.30830850916124,41.54593842964677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,321,0.56,0.42,0.98,0.42857142857142855,76.4361498245431,4.666904755831213,46.02287474723847,76.1385364901297,"(396, 1239)","(429, 1104)"
Bear6,2,326.2705510768632,35.6949576270935,17,31,0.28,0.78,1.06,0.7358490566037735,87.12249996413097,23.334523779156072,71.63736804210495,60.78732059078292,"(1038, 591)","(912, 495)",30,45,0.3,0.72,1.02,0.7058823529411764,76.00753252145475,14.758048651498614,91.74949591142177,50.7693832621257,"(1011, 717)","(888, 654)",49,61,0.24,0.88,1.12,0.7857142857142857,65.7106155807416,23.334523779156072,95.78530680641995,71.8258067012882,"(1041, 561)","(936, 504)",,8,,,,,,,,,"(825, 603)",,80,96,0.32,1.04,1.36,0.7647058823529411,82.84577539017907,26.605450569385216,84.13382197428096,65.28964611079888,"(1047, 561)","(939, 456)",20,36,0.32,0.84,1.16,0.7241379310344828,65.08617364694287,18.150000000000002,85.57759636727361,69.5820635663716,"(792, 573)","(732, 471)",7,33,0.52,0.5,1.02,0.49019607843137253,62.198653522403525,12.012181317312857,60.66976182580578,83.14768825580023,"(789, 279)","(747, 174)",28,53,0.5,0.68,1.18,0.576271186440678,62.26427547157359,21.51336793716874,83.82584625281156,65.54158886330727,"(744, 372)","(684, 276)"
Bear6,2,326.2705510768632,35.6949576270935,70,82,0.24,0.74,0.98,0.7551020408163265,50.50725195454609,35.079481182024345,101.7797253877215,73.09935514500505,"(1152, 654)","(1080, 597)",81,106,0.5,1.16,1.66,0.6987951807228916,77.32147179147589,31.738383701757723,91.74949591142177,63.96294794282815,"(1143, 819)","(1035, 729)",105,115,0.2,1.12,1.32,0.8484848484848485,72.48741270041303,9.621070626494745,95.78530680641995,54.500573391479115,"(1170, 678)","(1071, 591)",54,67,0.26,1.4,1.66,0.8433734939759036,65.7106155807416,42.00214280248093,103.84518525189313,57.14280935054925,"(954, 696)","(849, 639)",148,,,,,,,,,,,"(1089, 585)",78,90,0.24,1.8,2.04,0.8823529411764706,71.2563155095743,37.4080873608903,112.39395001511426,56.62342407501722,"(921, 660)","(825, 573)",58,82,0.48,0.5,0.98,0.5102040816326531,48.751846118890725,21.001071401240466,60.84899341813306,50.51020408163266,"(831, 381)","(795, 300)",87,110,0.46,0.56,1.02,0.5490196078431373,62.37349196573815,10.435516278555653,47.85,73.24208567611146,"(834, 495)","(765, 405)"
