bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
Bear23,1,313.48697341356944,34.80678813105283,12,25,0.26,0.74,1.0,0.74,91.52667643916718,29.23807449200443,129.10129743732247,107.05944610355502,"(753, 1500)","(891, 1593)",29,45,0.32,0.68,1.0,0.68,92.0013722723743,34.33427587702994,141.98631095989504,145.39674171039738,"(750, 1356)","(891, 1446)",30,44,0.28,0.62,0.9,0.6888888888888889,86.95046003328562,41.25,123.17667189853769,141.2142776854459,"(780, 1533)","(912, 1620)",,9,,,,,,,,,"(948, 1479)",,,10,,,,,,,,,"(981, 1659)",,19,35,0.32,0.7,1.02,0.6862745098039215,92.31156482261582,28.86321187948424,120.84490059576366,107.15614516380656,"(984, 1509)","(1131, 1590)",22,49,0.54,0.22,0.76,0.2894736842105263,79.2343675433836,18.447560814373265,126.3085507794306,121.36553167350833,"(1059, 1698)","(1182, 1773)",,31,,,,,,,,,"(1164, 1743)",
Bear23,1,313.48697341356944,34.80678813105283,62,78,0.32,0.68,1.0,0.68,102.67190462828671,24.529013433075537,111.77456105930365,132.74042338338387,"(570, 1353)","(702, 1485)",79,100,0.42,0.66,1.08,0.611111111111111,107.74386293427577,27.461473012203843,125.44341353773821,127.17316193790242,"(549, 1194)","(699, 1320)",75,92,0.34,0.68,1.02,0.6666666666666667,81.97029949926987,36.18732512911116,129.5118623910567,119.31175180026091,"(606, 1392)","(720, 1488)",48,64,0.32,0.82,1.14,0.7192982456140351,104.4203643931585,24.750000000000004,123.44161575416939,139.69917224436864,"(753, 1353)","(915, 1452)",46,57,0.22,0.76,0.98,0.7755102040816326,90.16310220927407,36.22492236016525,114.51760781644018,110.67512003570987,"(807, 1560)","(942, 1653)",70,84,0.28,0.72,1.0,0.72,92.07532242680446,32.50123074592715,123.56285849720378,129.37515217382355,"(804, 1383)","(939, 1482)",60,97,0.74,0.26,1.0,0.26,108.00885380375075,17.84747881354675,128.53065782139296,132.74042338338387,"(867, 1572)","(1029, 1683)",41,74,0.66,0.24,0.9,0.26666666666666666,86.62107133948415,19.868631055007288,120.85616450971793,126.16743724995854,"(1005, 1590)","(1107, 1710)"
Bear23,1,313.48697341356944,34.80678813105283,112,125,0.26,0.76,1.02,0.7450980392156863,87.8692779075827,35.61860468912279,114.47005066828616,122.05465974471407,"(396, 1248)","(528, 1338)",133,147,0.28,0.72,1.0,0.72,98.18539860895815,19.868631055007288,117.44013368521003,106.42180227754086,"(345, 1092)","(507, 1167)",126,141,0.3,0.82,1.12,0.732142857142857,94.0644725706789,28.483416227692917,107.25000000000001,109.46487743081741,"(411, 1260)","(546, 1365)",105,116,0.22,0.72,0.94,0.7659574468085106,99.76702862168445,26.605450569385216,124.04664445280252,116.55372019874959,"(576, 1215)","(726, 1317)",95,106,0.22,0.78,1.0,0.78,78.59613540117606,50.829641942472904,122.64506716537768,128.71057648849222,"(639, 1437)","(750, 1527)",120,135,0.3,0.72,1.02,0.7058823529411764,91.74949591142177,41.25,121.27219384508554,126.07273261905053,"(618, 1257)","(750, 1359)",110,148,0.76,0.26,1.02,0.2549019607843137,110.89424015700726,11.06853648862396,112.45449079516567,122.05465974471407,"(693, 1416)","(840, 1554)",86,124,0.76,0.22,0.98,0.22448979591836735,101.31053745785776,30.33488091290289,145.59321756180816,126.63418448645601,"(819, 1473)","(978, 1566)"
Bear23,1,313.48697341356944,34.80678813105283,163,,,,,,,,,,,"(333, 1233)",183,,,,,,,,,,,"(309, 1089)",182,,,,,,,,,,,"(360, 1251)",152,,,,,,,,,,,"(534, 1191)",145,156,0.22,0.92,1.14,0.8070175438596492,71.8839690056135,43.56124998206548,118.58133749090894,106.80166787268733,"(453, 1314)","(564, 1383)",171,,,,,,,,,,,"(558, 1212)",161,,,,,,,,,,,"(675, 1407)",135,180,0.9,0.28,1.18,0.23728813559322037,115.50000000000001,8.885521931771931,133.22469103576304,110.71362528050506,"(612, 1308)","(780, 1434)"
Bear23,1,313.48697341356944,34.80678813105283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,"(381, 1281)",,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,"(606, 1293)"
Bear23,3,319.54242676051643,33.0,12,26,0.28,0.74,1.02,0.7254901960784313,94.79964398667329,17.771043863543863,107.5668396858437,117.92192156157857,"(1206, 1029)","(1059, 939)",,9,,,,,,,,,"(1065, 1068)",,,7,,,,,,,,,"(1035, 915)",,38,47,0.18,0.82,1.0,0.82,67.1856011359577,36.18732512911116,102.63212216455432,124.72515784716411,"(1110, 1116)","(999, 1065)",26,36,0.2,0.68,0.88,0.7727272727272728,56.124259460593336,30.33488091290289,104.06779040606176,108.7176676074317,"(1014, 915)","(921, 873)",20,31,0.22,0.78,1.0,0.78,70.85400482682684,34.015621411345705,111.77456105930365,112.90148360406961,"(951, 1038)","(837, 978)",12,36,0.48,0.46,0.94,0.4893617021276596,82.38441903661153,25.240146592284287,103.56954185473643,107.5482194696453,"(801, 858)","(675, 777)",,12,,,,,,,,,"(678, 882)",
Bear23,3,319.54242676051643,33.0,63,73,0.2,0.68,0.88,0.7727272727272728,91.00464273870867,14.097606179773928,69.61357626210567,90.03905402657227,"(1353, 1158)","(1236, 1041)",53,61,0.16,0.94,1.1,0.8545454545454544,56.39042471909571,50.829641942472904,121.36195861965973,94.92760399378044,"(1248, 1167)","(1152, 1131)",36,49,0.26,0.7,0.96,0.7291666666666666,75.32390058938796,37.07913833950299,90.61489943712348,115.36129133753012,"(1188, 1002)","(1068, 936)",88,103,0.3,0.66,0.96,0.6875000000000001,66.81990721334475,15.212248354533266,94.75655650138411,73.08225246255073,"(1260, 1227)","(1158, 1161)",70,80,0.2,0.88,1.08,0.8148148148148148,73.79024325749306,33.0,87.12249996413097,92.80542668520103,"(1185, 996)","(1065, 936)",70,80,0.2,0.8,1.0,0.8,78.23157930145601,16.82676439485619,76.27570058675306,91.1242283917949,"(1125, 1143)","(999, 1077)",59,86,0.54,0.5,1.04,0.4807692307692307,80.19067900947093,11.55,92.53249429254569,96.04783819864524,"(963, 954)","(846, 867)",31,53,0.44,0.4,0.84,0.4761904761904762,58.52268790819506,26.860053983564516,110.93105967221265,108.17847710225574,"(819, 939)","(720, 900)"
Bear23,3,319.54242676051643,33.0,107,117,0.2,0.76,0.96,0.7916666666666667,55.832450241772484,32.03720493426354,95.01478832266059,102.809412947575,"(1461, 1224)","(1377, 1167)",108,118,0.2,0.74,0.94,0.7872340425531915,71.40898052766192,31.132137735786795,120.54037705267062,104.99684726560851,"(1401, 1326)","(1302, 1242)",84,94,0.2,0.8,1.0,0.8,53.542436440640245,33.0,105.23844354607303,83.50043413060797,"(1326, 1092)","(1245, 1038)",136,150,0.28,0.6,0.88,0.6818181818181818,84.15,38.378021053722925,113.76627356119212,135.37707754638524,"(1401, 1326)","(1266, 1254)",124,134,0.2,0.64,0.84,0.761904761904762,54.1240242406272,44.42760965885966,104.4203643931585,126.50976004939345,"(1311, 1092)","(1233, 1032)",120,132,0.24,0.66,0.9,0.7333333333333334,61.847493886171335,38.51963784876489,104.8237091501727,128.33333333333334,"(1233, 1230)","(1155, 1149)",111,138,0.54,0.36,0.9,0.39999999999999997,81.9370795183719,17.539740591012173,116.04087641861382,108.22879571639992,"(1119, 1017)","(984, 954)",73,101,0.56,0.68,1.24,0.5483870967741936,84.85877974611702,35.00178566873411,112.93764872707419,89.71746103616773,"(993, 1041)","(855, 972)"
Bear23,3,319.54242676051643,33.0,155,167,0.24,0.62,0.86,0.7209302325581396,64.4345598262299,29.74579802257791,104.05470916782191,125.76742519695088,"(1623, 1284)","(1509, 1257)",155,167,0.24,0.88,1.12,0.7857142857142857,90.44950248619394,42.163876719296105,109.41129969066267,127.29458054437897,"(1608, 1398)","(1449, 1356)",134,145,0.22,0.7,0.92,0.7608695652173912,73.27189092687591,27.21249712907656,92.04574949447694,129.49111765306415,"(1470, 1218)","(1362, 1140)",180,193,0.26,0.74,1.0,0.74,75.70246032989947,21.130309983528402,95.99824217140646,106.6262631812632,"(1596, 1395)","(1464, 1356)",166,176,0.2,0.82,1.02,0.8039215686274509,59.992874576902885,46.95982325350044,107.25000000000001,119.27884880240208,"(1473, 1191)","(1380, 1134)",165,179,0.28,0.62,0.9,0.6888888888888889,69.31964007408003,29.700000000000003,99.67147284955712,115.44178427049522,"(1401, 1320)","(1302, 1242)",156,181,0.5,0.46,0.96,0.4791666666666667,98.90370316626169,4.95,84.84273687240412,129.3180921035897,"(1302, 1122)","(1143, 1038)",135,159,0.48,0.34,0.82,0.41463414634146345,80.9173189125789,18.22484567835898,79.2343675433836,127.34190779653476,"(1179, 1128)","(1038, 1086)"
Bear23,3,319.54242676051643,33.0,198,208,0.2,0.74,0.94,0.7872340425531915,74.70692738963369,40.818745693614844,110.74683968402891,142.87262757215169,"(1791, 1371)","(1674, 1302)",,,,,,,,,,,,,180,192,0.24,0.66,0.9,0.7333333333333334,64.83471292448206,33.409953606672374,112.90148360406961,118.47362575695911,"(1632, 1260)","(1518, 1230)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,201,0.5,0.38,0.88,0.4318181818181818,69.9257463313764,18.81289451413578,117.33576820390277,137.88582233137677,"(1302, 1203)","(1182, 1161)"
