bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
08082019-Bear3,3,304.485484054659,36.300000000000004,,14,,,,,,,,,"(547.0, 358.0)",,,5,,,,,,,,,"(526.0, 462.0)",,30,49,0.38,0.7,1.08,0.648148148148148,82.21534224218739,19.25,92.98091201961832,96.8423132828585,"(530.0, 342.0)","(381.0, 354.0)",24,26,0.04,0.06,0.1,0.6,4.18867520822515,0.55,71.50846103783803,0.0,"(406.0, 499.0)","(409.0, 492.0)",16,33,0.34,0.72,1.06,0.6792452830188679,102.68663496288113,14.193836690620335,90.8432853875288,98.26350289978467,"(369.0, 362.0)","(186.0, 399.0)",,20,,,,,,,,,"(374.0, 526.0)",,29,44,0.3,0.66,0.96,0.6875000000000001,35.17420930170286,59.49159604515582,106.77651895430944,84.23628643954459,"(141.0, 428.0)","(84.0, 457.0)",,5,,,,,,,,,"(48.0, 560.0)",
08082019-Bear3,3,304.485484054659,36.300000000000004,54,66,0.24,0.8,1.04,0.7692307692307693,97.07772659060369,7.71961786619001,83.06638911136079,76.23643358311939,"(740.0, 319.0)","(567.0, 354.0)",44,55,0.22,0.6,0.82,0.7317073170731707,77.78174593052023,7.660613552451266,90.8099801783923,86.03163716734812,"(693.0, 439.0)","(553.0, 459.0)",84,97,0.26,1.18,1.44,0.8194444444444444,74.16847376075633,11.484337159801607,63.99882811427097,67.39993869515841,"(696.0, 310.0)","(565.0, 342.0)",29,41,0.24,0.76,1.0,0.76,71.50211535332365,19.929438025192784,112.71780028016872,85.94266984449577,"(536.0, 497.0)","(406.0, 498.0)",69,81,0.24,0.98,1.22,0.8032786885245902,86.73449429148707,15.488140624361597,80.17558855412288,87.70151862570897,"(529.0, 321.0)","(384.0, 383.0)",57,72,0.3,0.82,1.12,0.732142857142857,87.53470740226417,19.99762485896763,99.80643766811838,95.75892857142857,"(545.0, 517.0)","(386.0, 524.0)",77,100,0.46,0.86,1.32,0.6515151515151515,49.05186031130726,34.66745592050274,62.48009683091089,79.46107537656408,"(334.0, 407.0)","(249.0, 434.0)",47,63,0.32,0.76,1.08,0.7037037037037037,79.76706713926494,30.044300624244862,90.82163839085928,74.90786521857994,"(265.0, 531.0)","(120.0, 528.0)"
08082019-Bear3,3,304.485484054659,36.300000000000004,106,125,0.38,0.58,0.96,0.6041666666666666,78.10193659570805,22.2529211565583,56.524375272974055,76.28617226027926,"(859.0, 226.0)","(741.0, 305.0)",85,101,0.32,0.5,0.82,0.6097560975609756,83.16647461567673,5.608921464952063,47.96365811737049,100.06498854930726,"(843.0, 370.0)","(706.0, 434.0)",156,,,,,,,,,,,"(716.0, 304.0)",79,91,0.24,1.24,1.48,0.8378378378378378,95.60828938957124,22.2529211565583,101.58933260928532,78.61971378442047,"(737.0, 457.0)","(564.0, 474.0)",130,,,,,,,,,,,"(556.0, 329.0)",113,,,,,,,,,,,"(576.0, 498.0)",143,,,,,,,,,,,"(397.0, 405.0)",101,,,,,,,,,,,"(315.0, 509.0)"
08082019-Bear3,3,304.485484054659,36.300000000000004,154,,,,,,,,,,,"(828.0, 252.0)",126,,,,,,,,,,,"(833.0, 372.0)",,,,,,,,,,,,,153,,,,,,,,,,,"(768.0, 431.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08082019-Bear3,7,318.8045953244715,34.68926346868726,31,42,0.22,0.68,0.9,0.7555555555555555,57.39533953205609,36.89512162874653,79.28589092644417,95.77302450179917,"(528.0, 960.0)","(495.0, 1059.0)",17,26,0.18,0.54,0.72,0.7500000000000001,61.60491051856175,16.5,80.8668349819628,111.51731305546737,"(618.0, 1065.0)","(603.0, 1176.0)",,8,,,,,,,,,"(459.0, 1149.0)",,47,54,0.14,0.6,0.74,0.8108108108108107,38.09320805603014,29.74579802257791,90.88489973587473,86.98804104099032,"(621.0, 1065.0)","(600.0, 1131.0)",15,24,0.18,1.18,1.36,0.8676470588235293,61.847493886171335,51.65317028024514,113.32269190237233,91.38811122261674,"(411.0, 1215.0)","(393.0, 1326.0)",24,34,0.2,0.84,1.04,0.8076923076923076,82.38441903661153,41.28298681054945,84.47290985872336,107.25281630348728,"(579.0, 1239.0)","(498.0, 1365.0)",22,39,0.34,0.58,0.92,0.6304347826086956,67.83085581061175,18.81289451413578,71.63736804210495,87.93532003920254,"(351.0, 1374.0)","(312.0, 1491.0)",,13,,,,,,,,,"(387.0, 1512.0)",
08082019-Bear3,7,318.8045953244715,34.68926346868726,76,85,0.18,0.74,0.92,0.8043478260869564,44.550000000000004,11.898319209031166,71.08417545417545,68.24650222657986,"(498.0, 819.0)","(498.0, 900.0)",53,64,0.22,0.58,0.8,0.7249999999999999,64.37115037033284,19.8,89.34411004649384,70.15532432574166,"(615.0, 918.0)","(618.0, 1035.0)",57,65,0.16,0.84,1.0,0.84,49.93806163639114,25.240146592284287,89.10000000000001,86.36926536679584,"(480.0, 999.0)","(468.0, 1089.0)",84,93,0.18,1.32,1.5,0.88,61.40572041756371,37.225696769838976,109.57292092483435,82.84394968855601,"(630.0, 900.0)","(618.0, 1011.0)",83,93,0.2,1.08,1.28,0.84375,63.24043405923145,24.96903081819557,101.99349243946891,75.47348102406981,"(468.0, 1017.0)","(453.0, 1131.0)",76,85,0.18,1.06,1.24,0.8548387096774194,44.42760965885966,38.8363875766014,97.11199719911028,70.57438871029225,"(612.0, 1089.0)","(582.0, 1164.0)",68,80,0.24,0.7,0.94,0.7446808510638298,53.13409922074525,30.824543792244523,89.29839024304975,100.06858784114777,"(414.0, 1260.0)","(372.0, 1347.0)",28,36,0.16,0.24,0.4,0.6,45.75590125874476,0.0,34.015621411345705,90.09135987984642,"(429.0, 1410.0)","(393.0, 1485.0)"
08082019-Bear3,7,318.8045953244715,34.68926346868726,122,140,0.36,0.64,1.0,0.64,65.08617364694287,45.9636813147076,109.1122930746119,120.00843720339,"(546.0, 699.0)","(486.0, 801.0)",93,108,0.3,0.66,0.96,0.6875000000000001,69.61357626210567,28.816011174345423,51.38895795791154,79.06250000000001,"(603.0, 756.0)","(615.0, 882.0)",107,121,0.28,0.82,1.1,0.7454545454545454,64.54010381150623,33.975579465257105,124.81243928391113,74.24621202458749,"(480.0, 837.0)","(489.0, 954.0)",159,166,0.14,0.76,0.9,0.8444444444444444,72.61874757939579,18.81289451413578,96.46504548280689,120.52685270188641,"(693.0, 711.0)","(645.0, 834.0)",147,160,0.26,0.7,0.96,0.7291666666666666,78.4401045384311,20.871032557111306,103.8976058434457,106.02054727887656,"(498.0, 834.0)","(462.0, 972.0)",138,147,0.18,0.76,0.94,0.8085106382978724,62.83012812337725,34.68926346868726,93.41098704113988,121.675401116079,"(642.0, 915.0)","(597.0, 1020.0)",115,153,0.76,0.32,1.08,0.2962962962962963,58.47614898400886,18.22484567835898,67.32727901824045,89.08398728235876,"(459.0, 1104.0)","(429.0, 1206.0)",48,63,0.3,0.64,0.94,0.6808510638297873,34.015621411345705,45.84506516518436,87.32538290783499,80.76375815336218,"(453.0, 1353.0)","(429.0, 1410.0)"
08082019-Bear3,7,318.8045953244715,34.68926346868726,172,181,0.18,0.66,0.84,0.7857142857142858,63.1542753897153,5.2177581392778265,70.95,85.37301854753859,"(615.0, 513.0)","(576.0, 621.0)",141,152,0.22,0.48,0.7,0.6857142857142857,66.51362642346304,26.08879069638913,89.29839024304975,121.22682820873861,"(672.0, 693.0)","(624.0, 804.0)",162,173,0.22,1.06,1.28,0.828125,91.00464273870867,17.771043863543863,109.51078713989779,103.79955165523657,"(573.0, 630.0)","(510.0, 783.0)",204,216,0.24,0.78,1.02,0.7647058823529412,77.6727751532028,33.0,101.73959406248878,111.66452553508559,"(732.0, 540.0)","(702.0, 678.0)",195,210,0.3,0.72,1.02,0.7058823529411764,83.04271491226669,15.65327441783348,111.54292895562678,103.7440330547433,"(564.0, 657.0)","(510.0, 798.0)",185,196,0.22,0.82,1.04,0.7884615384615384,60.51249870894442,39.737262110014576,113.40674583110126,115.5562125466913,"(693.0, 753.0)","(645.0, 852.0)",169,187,0.36,0.82,1.18,0.6949152542372882,49.63730955642137,71.63736804210495,108.84998851630624,96.10741172127226,"(495.0, 987.0)","(462.0, 1071.0)",95,113,0.36,0.86,1.22,0.7049180327868853,42.42136843620206,36.03654395193857,121.35074165409951,92.05667057097934,"(513.0, 1206.0)","(495.0, 1281.0)"
08082019-Bear3,7,318.8045953244715,34.68926346868726,214,223,0.18,0.58,0.76,0.763157894736842,66.02062177835045,11.55,88.44061566949883,122.06259534124467,"(615.0, 384.0)","(612.0, 504.0)",176,189,0.26,0.64,0.9,0.7111111111111111,65.10708486793123,20.409372846807422,110.99239838835813,79.68148397770268,"(717.0, 537.0)","(699.0, 654.0)",226,238,0.24,0.66,0.9,0.7333333333333334,92.53249429254569,20.674440742133754,112.03001829866851,128.07116077486853,"(594.0, 432.0)","(585.0, 600.0)",,,,,,,,,,,,,,,,,,,,,,,,,237,248,0.22,0.68,0.9,0.7555555555555555,73.79024325749306,49.93806163639114,124.84515409097784,92.94114027466821,"(723.0, 549.0)","(699.0, 681.0)",228,236,0.16,0.56,0.72,0.7777777777777779,37.225696769838976,36.18732512911116,112.05431718590766,121.80375410425118,"(543.0, 795.0)","(528.0, 861.0)",156,177,0.42,0.46,0.88,0.5227272727272727,85.45024868307875,0.0,60.87136026079917,83.6216367036666,"(558.0, 990.0)","(531.0, 1143.0)"
08082019-Bear3,7,318.8045953244715,34.68926346868726,252,262,0.2,0.44,0.64,0.6875,77.28625362896044,15.65327441783348,61.139124135041385,94.55077923272566,"(654.0, 228.0)","(615.0, 363.0)",221,235,0.28,0.66,0.94,0.7021276595744682,90.88489973587473,27.461473012203843,90.92982184080205,132.06954087175117,"(735.0, 336.0)","(726.0, 501.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,211,0.22,0.66,0.88,0.75,60.87136026079917,26.605450569385216,99.49376864909682,119.91207716489613,"(618.0, 897.0)","(558.0, 990.0)"
