bear,video,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP,L4_swing_start,L4_stance_start,L4_swing,L4_stance,L4_period,L4_duty_factor,L4_step_length,L4_pull_back,L4_stride_length,L4_stride_speed,L4_AEP,L4_PEP,R4_swing_start,R4_stance_start,R4_swing,R4_stance,R4_period,R4_duty_factor,R4_step_length,R4_pull_back,R4_stride_length,R4_stride_speed,R4_AEP,R4_PEP
08082019-Bear8,11,419.7620754665672,45.066450936367296,,7,,,,,,,,,"(1428.0, 927.0)",,,2,,,,,,,,,"(1272.0, 954.0)",,21,36,0.3,0.82,1.12,0.732142857142857,95.71422308100297,37.07913833950299,138.29520056748174,116.04777403199344,"(1407.0, 918.0)","(1305.0, 777.0)",43,61,0.36,0.82,1.18,0.6949152542372882,123.23191550892975,29.74579802257791,158.20222027519085,109.83595207790356,"(1293.0, 1122.0)","(1194.0, 921.0)",,16,,,,,,,,,"(1263.0, 702.0)",,5,22,0.34,1.04,1.38,0.7536231884057972,112.90148360406961,57.632022348690846,163.8741590367438,110.2142290087466,"(1134.0, 819.0)","(1041.0, 636.0)",23,39,0.32,0.22,0.54,0.4074074074074074,67.83085581061175,24.8049390243153,86.62107133948415,150.96423621932433,"(1134.0, 534.0)","(1053.0, 441.0)",28,79,1.02,0.42,1.44,0.2916666666666667,136.71123765075058,24.361958049385116,155.00342738146148,108.78177417362302,"(1107.0, 735.0)","(984.0, 519.0)"
08082019-Bear8,11,419.7620754665672,45.066450936367296,43,56,0.26,1.0,1.26,0.7936507936507936,92.47363137673356,39.115789650728004,146.9241385885927,102.86224083486205,"(1491.0, 1161.0)","(1446.0, 999.0)",29,40,0.22,0.92,1.14,0.8070175438596492,79.81635170815564,33.16458954969894,155.94900608852882,93.91179482767984,"(1341.0, 1140.0)","(1269.0, 1014.0)",77,96,0.38,0.62,1.0,0.62,101.31053745785776,23.334523779156072,117.19646965672645,107.05944610355502,"(1482.0, 1158.0)","(1431.0, 981.0)",102,123,0.42,0.66,1.08,0.611111111111111,129.08020762301246,29.19147992137432,164.4132065863324,134.75658210177747,"(1437.0, 1371.0)","(1311.0, 1173.0)",64,77,0.26,0.72,0.98,0.7346938775510204,82.38441903661153,32.7515648481107,133.5684936652353,113.70718411465317,"(1398.0, 936.0)","(1317.0, 810.0)",74,93,0.38,0.9,1.28,0.703125,106.2681984414905,62.721706768869105,180.87642881260123,124.60641160269404,"(1260.0, 1089.0)","(1176.0, 915.0)",50,67,0.34,0.4,0.74,0.5405405405405406,62.83012812337725,10.565154991764201,67.73043998085352,66.51923221294837,"(1182.0, 684.0)","(1137.0, 579.0)",100,131,0.62,0.24,0.86,0.27906976744186046,130.64207783099596,0.0,124.93235169482725,134.75380923082443,"(1239.0, 984.0)","(1128.0, 774.0)"
08082019-Bear8,11,419.7620754665672,45.066450936367296,106,120,0.28,0.76,1.04,0.7307692307692307,108.00885380375075,59.60589316502187,150.2587518249769,139.93952756723044,"(1635.0, 1386.0)","(1524.0, 1224.0)",86,107,0.42,0.46,0.88,0.5227272727272727,130.3917654608603,34.015621411345705,127.09284991690132,123.26609935420203,"(1482.0, 1386.0)","(1335.0, 1200.0)",127,141,0.28,0.56,0.84,0.6666666666666667,94.28129453926692,38.94139827997963,162.69033468525413,201.78674146388371,"(1605.0, 1332.0)","(1512.0, 1188.0)",156,173,0.34,0.9,1.24,0.7258064516129032,135.90231786102842,63.3909299505852,146.58093327578456,192.28628317753459,"(1593.0, 1626.0)","(1473.0, 1410.0)",113,125,0.24,0.48,0.72,0.6666666666666666,103.8976058434457,5.949159604515583,133.5684936652353,101.45640826373553,"(1509.0, 1152.0)","(1443.0, 975.0)",138,155,0.34,0.86,1.2,0.7166666666666667,119.3715418347271,51.811050944755024,191.5777192159882,189.89441967840975,"(1452.0, 1356.0)","(1311.0, 1191.0)",87,100,0.26,0.36,0.62,0.5806451612903225,57.72642375896848,30.33488091290289,141.93836690620336,139.33068507076712,"(1251.0, 786.0)","(1197.0, 696.0)",143,176,0.66,0.18,0.84,0.21428571428571427,124.93235169482725,16.5,134.0973993036405,214.14318176378717,"(1365.0, 1173.0)","(1239.0, 984.0)"
08082019-Bear8,11,419.7620754665672,45.066450936367296,158,168,0.2,0.6,0.8,0.7499999999999999,92.31156482261582,39.66869042456532,148.32573107859608,214.20231747695914,"(1776.0, 1620.0)","(1707.0, 1467.0)",130,148,0.36,0.54,0.9,0.6,93.3964132073604,48.527955860514055,146.17174829631068,207.54758490524532,"(1596.0, 1587.0)","(1506.0, 1443.0)",169,,,,,,,,,,,"(1647.0, 1389.0)",,,,,,,,,,,,,149,,,,,,,,,,,"(1500.0, 1146.0)",198,,,,,,,,,,,"(1527.0, 1413.0)",118,151,0.66,0.28,0.94,0.29787234042553196,112.12718225301124,21.450000000000003,115.888275938509,140.6995332133208,"(1401.0, 996.0)","(1290.0, 825.0)",185,,,,,,,,,,,"(1389.0, 1191.0)"
08082019-Bear8,11,419.7620754665672,45.066450936367296,198,,,,,,,,,,,"(1827.0, 1671.0)",175,,,,,,,,,,,"(1623.0, 1671.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,"(1401.0, 1035.0)",,,,,,,,,,,,
08082019-Bear8,4,419.9079809910738,45.30744971856174,,6,,,,,,,,,"(906.0, 741.0)",,21,36,0.3,0.58,0.88,0.6590909090909091,100.86616132281432,69.37852693737452,240.95085079741887,189.32858342046507,"(828.0, 975.0)","(816.0, 792.0)",19,38,0.38,0.52,0.9,0.5777777777777778,144.0800558717271,56.31795894739084,211.20644521415537,185.12128156667697,"(936.0, 804.0)","(876.0, 549.0)",10,23,0.26,0.78,1.04,0.75,131.37979296680294,78.95900835243563,220.19928473998277,199.70858137324103,"(795.0, 765.0)","(693.0, 549.0)",,7,,,,,,,,,"(870.0, 423.0)",,3,16,0.26,0.68,0.94,0.723404255319149,72.61874757939579,137.66380243186663,248.51541702679134,206.91929656749593,"(687.0, 453.0)","(690.0, 321.0)",10,23,0.26,0.26,0.52,0.5,81.9370795183719,36.03654395193857,123.69498777234267,210.09507568813308,"(846.0, 243.0)","(783.0, 108.0)",17,36,0.38,0.08,0.46,0.17391304347826086,114.43436983703805,47.96365811737049,80.85000000000001,230.488124465988,"(729.0, 354.0)","(708.0, 147.0)"
08082019-Bear8,4,419.9079809910738,45.30744971856174,31,48,0.34,0.62,0.96,0.6458333333333334,148.17881933663799,89.23739406773375,193.5007558124774,234.31801390551476,"(936.0, 1092.0)","(972.0, 825.0)",65,85,0.4,0.54,0.94,0.574468085106383,171.79820284275385,54.674537035076945,108.00885380375075,251.03518701561302,"(837.0, 1413.0)","(822.0, 1101.0)",64,82,0.36,0.44,0.8,0.5499999999999999,156.6196826711126,44.88485267882697,114.43436983703805,272.63254374019624,"(984.0, 1185.0)","(927.0, 906.0)",62,76,0.28,0.6,0.88,0.6818181818181818,145.68668436065116,78.4401045384311,225.42285265695668,247.84776703654202,"(828.0, 1164.0)","(768.0, 906.0)",39,64,0.5,0.52,1.02,0.5098039215686274,156.9582826740915,85.86343808630073,188.45427164169033,251.20970299511274,"(924.0, 834.0)","(864.0, 555.0)",50,66,0.32,0.66,0.98,0.6734693877551021,112.24851892118667,102.57905487963906,195.14694463403728,237.4457181660374,"(753.0, 900.0)","(747.0, 696.0)",36,50,0.28,0.3,0.58,0.5172413793103449,88.00859333042429,31.738383701757723,118.81145778080497,176.5856690495415,"(810.0, 465.0)","(828.0, 306.0)",40,53,0.26,0.24,0.5,0.48,43.592487884955595,17.771043863543863,136.95993939835108,175.3974059101217,"(729.0, 501.0)","(690.0, 432.0)"
08082019-Bear8,4,419.9079809910738,45.30744971856174,79,93,0.28,0.56,0.84,0.6666666666666667,124.22209948314351,33.409953606672374,160.1265280957531,172.7901655955298,"(960.0, 1443.0)","(1026.0, 1227.0)",112,119,0.14,0.46,0.6,0.7666666666666667,56.31795894739084,39.66869042456532,146.46945073973617,168.6492291710816,"(900.0, 1599.0)","(846.0, 1512.0)",104,119,0.3,0.44,0.74,0.5945945945945946,75.14296374245562,41.3817894731487,155.03855165732168,155.90578959774064,"(1005.0, 1392.0)","(960.0, 1263.0)",106,129,0.46,0.94,1.4,0.6714285714285715,154.1227189612226,57.72642375896848,222.81106869846974,146.50832758249754,"(867.0, 1572.0)","(792.0, 1302.0)",90,103,0.26,0.4,0.66,0.6060606060606061,103.37220371066877,15.212248354533266,117.78735076399333,133.08831654206165,"(945.0, 1176.0)","(918.0, 990.0)",99,115,0.32,0.8,1.12,0.7142857142857143,94.28129453926692,103.8976058434457,206.25000000000003,181.49856504534796,"(777.0, 1254.0)","(789.0, 1083.0)",65,74,0.18,0.4,0.58,0.6896551724137931,89.23739406773375,69.37852693737452,140.28881815739985,290.91057226966507,"(846.0, 678.0)","(837.0, 516.0)",65,82,0.34,0.04,0.38,0.10526315789473684,120.5516694202117,8.25,89.16109016830156,321.22776176841865,"(732.0, 750.0)","(741.0, 531.0)"
08082019-Bear8,4,419.9079809910738,45.30744971856174,121,,,,,,,,,,,"(1011.0, 1476.0)",142,,,,,,,,,,,"(921.0, 1668.0)",141,,,,,,,,,,,"(1011.0, 1467.0)",176,,,,,,,,,,,"(921.0, 1662.0)",123,,,,,,,,,,,"(918.0, 1182.0)",155,,,,,,,,,,,"(843.0, 1431.0)",94,112,0.36,0.22,0.58,0.37931034482758624,71.2563155095743,16.82676439485619,63.04641147599124,151.44532572027705,"(852.0, 933.0)","(840.0, 804.0)",84,99,0.3,0.46,0.76,0.6052631578947368,82.51649835032993,19.868631055007288,161.8346378251578,175.86866420673553,"(738.0, 912.0)","(741.0, 762.0)"
08082019-Bear8,4,419.9079809910738,45.30744971856174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,129,0.12,0.24,0.36,0.6666666666666666,47.248809508811966,21.702361622643746,124.00274190516919,218.89915549809186,"(864.0, 1047.0)","(846.0, 963.0)",122,,,,,,,,,,,"(741.0, 948.0)"
