Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,212,1221,1443,0.000,0.000,112
1,213,1221,1443,0.000,0.000,110
1,214,1221,1443,0.000,0.000,106
1,215,1221,1443,0.000,0.000,105
1,216,1221,1443,0.000,0.000,110
1,217,1221,1443,0.000,0.000,127
1,218,1221,1443,0.000,0.000,127
1,219,1221,1443,0.000,0.000,130
1,220,1221,1443,0.000,0.000,125
1,221,1221,1443,0.000,0.000,125
1,222,1221,1443,0.000,0.000,128
1,223,1221,1443,0.000,0.000,115
1,224,1221,1443,0.000,0.000,122
1,225,1221,1443,0.000,0.000,116
1,226,1185,1482,6.847,3.423,94
1,227,1185,1482,0.000,0.000,94
1,228,1185,1482,0.000,0.000,85
1,229,1185,1482,0.000,0.000,86
1,230,1203,1470,2.791,1.395,103
1,231,1203,1470,0.000,0.000,100
1,232,1203,1470,0.000,0.000,90
1,233,1203,1470,0.000,0.000,90
1,234,1242,1488,5.541,2.770,117
1,235,1242,1488,0.000,0.000,119
1,236,1242,1488,0.000,0.000,111
1,237,1242,1488,0.000,0.000,101
1,238,1242,1488,0.000,0.000,96
1,239,1242,1488,0.000,0.000,89
1,240,1275,1488,4.257,2.128,102
1,241,1275,1488,0.000,0.000,101
1,242,1275,1488,0.000,0.000,95
1,243,1275,1488,0.000,0.000,96
1,244,1275,1488,0.000,0.000,104
1,245,1275,1488,0.000,0.000,105
1,246,1275,1488,0.000,0.000,94
1,247,1275,1488,0.000,0.000,91
1,248,1275,1488,0.000,0.000,86
1,249,1275,1488,0.000,0.000,91
1,250,1275,1488,0.000,0.000,97
1,251,1290,1446,5.753,2.877,123
1,252,1290,1446,0.000,0.000,120
1,253,1290,1446,0.000,0.000,124
1,254,1290,1446,0.000,0.000,120
1,255,1290,1446,0.000,0.000,107
1,256,1290,1446,0.000,0.000,98
1,257,1290,1446,0.000,0.000,96
1,258,1290,1446,0.000,0.000,98
1,259,1290,1446,0.000,0.000,103
1,260,1290,1446,0.000,0.000,100
1,261,1290,1446,0.000,0.000,100
1,262,1245,1437,5.920,2.960,72
1,263,1245,1437,0.000,0.000,74
1,264,1245,1437,0.000,0.000,77
1,265,1245,1437,0.000,0.000,80
1,266,1245,1437,0.000,0.000,86
1,267,1245,1437,0.000,0.000,91
1,268,1245,1437,0.000,0.000,85
1,269,1245,1437,0.000,0.000,81
1,270,1245,1437,0.000,0.000,81
1,271,1245,1437,0.000,0.000,81
1,272,1245,1437,0.000,0.000,63
1,273,1245,1437,0.000,0.000,71
1,274,1245,1437,0.000,0.000,69
1,275,1245,1437,0.000,0.000,71
1,276,1245,1437,0.000,0.000,72
1,277,1245,1437,0.000,0.000,79
1,278,1227,1404,4.849,2.425,91
1,279,1227,1404,0.000,0.000,97
1,280,1227,1404,0.000,0.000,91
1,281,1227,1404,0.000,0.000,92
1,282,1227,1404,0.000,0.000,88
1,283,1227,1404,0.000,0.000,94
1,284,1227,1404,0.000,0.000,98
1,285,1227,1404,0.000,0.000,96
1,286,1227,1404,0.000,0.000,98
1,287,1227,1404,0.000,0.000,103
1,288,1230,1419,1.973,0.987,106
1,289,1230,1419,0.000,0.000,112
1,290,1230,1419,0.000,0.000,98
1,291,1230,1419,0.000,0.000,82
1,292,1230,1419,0.000,0.000,76
1,293,1230,1419,0.000,0.000,76
1,294,1230,1419,0.000,0.000,82
1,295,1230,1419,0.000,0.000,87
1,296,1230,1419,0.000,0.000,90
1,297,1230,1419,0.000,0.000,93
1,298,1230,1419,0.000,0.000,88
1,299,1230,1419,0.000,0.000,89
1,300,1230,1419,0.000,0.000,75
1,301,1230,1419,0.000,0.000,74
1,302,1197,1377,6.890,3.445,106
1,303,1197,1377,0.000,0.000,100
1,304,1197,1377,0.000,0.000,107
1,305,1197,1377,0.000,0.000,100
1,306,1197,1377,0.000,0.000,101
1,307,1197,1377,0.000,0.000,94
1,308,1197,1377,0.000,0.000,96
1,309,1197,1377,0.000,0.000,96
1,310,1197,1377,0.000,0.000,100
1,311,1197,1377,0.000,0.000,107
1,312,1197,1377,0.000,0.000,115
1,313,1197,1377,0.000,0.000,111
1,314,1197,1377,0.000,0.000,107
1,315,1197,1377,0.000,0.000,106
1,316,1197,1377,0.000,0.000,102
1,317,1197,1377,0.000,0.000,116
1,318,1197,1377,0.000,0.000,95
1,319,1197,1377,0.000,0.000,91
1,320,1197,1377,0.000,0.000,85
1,321,1197,1377,0.000,0.000,85
1,322,1197,1377,0.000,0.000,80
1,323,1197,1377,0.000,0.000,82
1,324,1176,1368,2.947,1.474,85
1,325,1176,1368,0.000,0.000,82
1,326,1176,1368,0.000,0.000,85
1,327,1176,1368,0.000,0.000,112
1,328,1176,1368,0.000,0.000,118
1,329,1176,1368,0.000,0.000,113
1,330,1176,1368,0.000,0.000,99
1,331,1176,1368,0.000,0.000,96
1,332,1176,1368,0.000,0.000,91
1,333,1176,1368,0.000,0.000,76
1,334,1176,1368,0.000,0.000,77
1,335,1176,1368,0.000,0.000,74
1,336,1176,1368,0.000,0.000,76
1,337,1176,1368,0.000,0.000,77
1,338,1176,1368,0.000,0.000,74
1,339,1176,1368,0.000,0.000,70
1,340,1176,1368,0.000,0.000,72
1,341,1176,1368,0.000,0.000,74
1,342,1176,1368,0.000,0.000,72
1,343,1176,1368,0.000,0.000,72
1,344,1176,1368,0.000,0.000,79
1,345,1176,1368,0.000,0.000,80
1,346,1176,1368,0.000,0.000,84
1,347,1176,1368,0.000,0.000,84
1,348,1149,1365,3.504,1.752,89
1,349,1149,1365,0.000,0.000,85
1,350,1149,1365,0.000,0.000,76
1,351,1149,1365,0.000,0.000,79
1,352,1149,1365,0.000,0.000,79
1,353,1134,1332,4.676,2.338,84
1,354,1134,1332,0.000,0.000,85
1,355,1134,1332,0.000,0.000,79
1,356,1134,1332,0.000,0.000,75
1,357,1134,1332,0.000,0.000,76
1,358,1134,1332,0.000,0.000,75
1,359,1134,1332,0.000,0.000,77
1,360,1134,1332,0.000,0.000,70
1,361,1134,1332,0.000,0.000,80
1,362,1134,1332,0.000,0.000,80
1,363,1134,1332,0.000,0.000,89
1,364,1134,1332,0.000,0.000,94
1,365,1104,1350,4.513,2.257,106
1,366,1104,1350,0.000,0.000,98
1,367,1104,1350,0.000,0.000,94
1,368,1104,1350,0.000,0.000,91
1,369,1104,1350,0.000,0.000,91
1,370,1104,1350,0.000,0.000,82
1,371,1104,1350,0.000,0.000,82
1,372,1104,1350,0.000,0.000,67
1,373,1104,1350,0.000,0.000,69
1,374,1104,1350,0.000,0.000,67
1,375,1104,1350,0.000,0.000,72
1,376,1104,1350,0.000,0.000,68
1,377,1104,1350,0.000,0.000,69
1,378,1104,1350,0.000,0.000,85
1,379,1104,1374,3.096,1.548,79
1,380,1104,1374,0.000,0.000,81
1,381,1104,1374,0.000,0.000,74
1,382,1104,1374,0.000,0.000,89
1,383,1104,1374,0.000,0.000,86
1,384,1104,1374,0.000,0.000,76
1,385,1104,1374,0.000,0.000,83
1,386,1053,1404,7.633,3.816,78
1,387,1053,1404,0.000,0.000,74
1,388,1053,1404,0.000,0.000,80
1,389,1053,1404,0.000,0.000,84
1,390,1053,1404,0.000,0.000,103
1,391,1053,1404,0.000,0.000,93
1,392,1053,1404,0.000,0.000,80
1,393,1053,1404,0.000,0.000,106
1,394,1053,1455,6.579,3.290,91
1,395,1053,1455,0.000,0.000,76
1,396,1053,1455,0.000,0.000,79
1,397,1053,1455,0.000,0.000,81
1,398,1053,1455,0.000,0.000,87
1,399,1053,1455,0.000,0.000,98
1,400,1053,1455,0.000,0.000,94
1,401,1053,1455,0.000,0.000,102
1,402,1053,1455,0.000,0.000,76
1,403,1053,1455,0.000,0.000,89
1,404,1053,1455,0.000,0.000,79
1,405,1053,1455,0.000,0.000,85
1,406,1041,1419,4.895,2.448,84
1,407,1041,1419,0.000,0.000,86
1,408,1041,1419,0.000,0.000,94
1,409,1041,1419,0.000,0.000,100
1,410,1041,1419,0.000,0.000,96
1,411,1041,1419,0.000,0.000,94
1,412,1041,1419,0.000,0.000,77
1,413,1041,1419,0.000,0.000,77
1,414,1041,1419,0.000,0.000,85
1,415,1041,1419,0.000,0.000,91
1,416,1041,1419,0.000,0.000,112
1,417,1041,1419,0.000,0.000,115
1,418,1041,1419,0.000,0.000,103
1,419,1041,1419,0.000,0.000,110
1,420,1041,1419,0.000,0.000,103
1,421,1041,1419,0.000,0.000,98
1,422,1041,1419,0.000,0.000,92
1,423,1041,1419,0.000,0.000,85
1,424,1035,1443,3.191,1.596,89
1,425,1035,1443,0.000,0.000,101
1,426,1035,1443,0.000,0.000,103
1,427,1035,1443,0.000,0.000,92
1,428,1035,1443,0.000,0.000,87
1,429,1035,1443,0.000,0.000,94
1,430,1035,1443,0.000,0.000,83
1,431,1035,1443,0.000,0.000,109
1,432,1047,1395,6.383,3.191,101
1,433,1047,1395,0.000,0.000,89
1,434,1047,1395,0.000,0.000,91
1,435,1047,1395,0.000,0.000,92
1,436,1047,1395,0.000,0.000,96
1,437,1074,1398,3.504,1.752,88
1,438,1074,1398,0.000,0.000,107
1,439,1074,1398,0.000,0.000,99
1,440,1074,1398,0.000,0.000,83
1,441,1110,1374,5.581,2.791,79
1,442,1110,1374,0.000,0.000,87
1,443,1110,1374,0.000,0.000,89
1,444,1110,1374,0.000,0.000,90
1,445,1110,1374,0.000,0.000,88
1,446,1110,1374,0.000,0.000,93
1,447,1110,1374,0.000,0.000,93
1,448,1110,1374,0.000,0.000,84
1,449,1110,1374,0.000,0.000,83
1,450,1110,1374,0.000,0.000,83
1,451,1110,1374,0.000,0.000,84
1,452,1110,1374,0.000,0.000,87
1,453,1110,1374,0.000,0.000,77
1,454,1110,1374,0.000,0.000,75
1,455,1110,1374,0.000,0.000,79
1,456,1092,1359,3.023,1.511,91
1,457,1092,1359,0.000,0.000,83
1,458,1092,1359,0.000,0.000,80
1,459,1092,1359,0.000,0.000,85
1,460,1092,1359,0.000,0.000,85
1,461,1092,1359,0.000,0.000,85
1,462,1059,1377,4.849,2.425,75
1,463,1059,1377,0.000,0.000,75
1,464,1059,1377,0.000,0.000,85
1,465,1059,1377,0.000,0.000,86
1,466,1059,1377,0.000,0.000,82
1,467,1059,1377,0.000,0.000,90
1,468,1008,1398,7.115,3.557,87
1,469,1008,1398,0.000,0.000,78
1,470,1008,1398,0.000,0.000,73
1,471,1008,1398,0.000,0.000,76
1,472,1008,1398,0.000,0.000,80
1,473,1008,1398,0.000,0.000,80
1,474,1008,1398,0.000,0.000,80
1,475,1008,1434,4.644,2.322,101
1,476,1008,1434,0.000,0.000,85
1,477,1008,1434,0.000,0.000,74
1,478,1008,1434,0.000,0.000,80
1,479,1008,1434,0.000,0.000,68
1,480,1008,1434,0.000,0.000,72
1,481,1008,1434,0.000,0.000,82
1,482,1008,1434,0.000,0.000,70
1,483,1008,1434,0.000,0.000,71
1,484,1008,1434,0.000,0.000,70
1,485,984,1458,4.378,2.189,68
1,486,984,1458,0.000,0.000,69
1,487,984,1458,0.000,0.000,69
1,488,984,1458,0.000,0.000,74
1,489,984,1458,0.000,0.000,74
1,490,969,1482,3.651,1.825,108
1,491,969,1482,0.000,0.000,105
1,492,969,1482,0.000,0.000,88
1,493,969,1482,0.000,0.000,88
1,494,969,1482,0.000,0.000,85
1,495,969,1482,0.000,0.000,88
1,496,969,1482,0.000,0.000,82
1,497,969,1482,0.000,0.000,80
1,498,969,1482,0.000,0.000,82
1,499,954,1482,1.935,0.968,90
1,500,954,1482,0.000,0.000,85
1,501,954,1482,0.000,0.000,82
1,502,954,1482,0.000,0.000,79
1,503,954,1482,0.000,0.000,73
1,504,954,1482,0.000,0.000,76
1,505,954,1482,0.000,0.000,76
1,506,954,1482,0.000,0.000,66
1,507,957,1518,4.660,2.330,90
1,508,957,1518,0.000,0.000,91
1,509,957,1518,0.000,0.000,76
1,510,957,1518,0.000,0.000,79
1,511,957,1518,0.000,0.000,96
1,512,990,1593,10.570,5.285,108
1,513,990,1593,0.000,0.000,105
1,514,990,1593,0.000,0.000,124
1,515,990,1593,0.000,0.000,123
1,516,990,1593,0.000,0.000,108
1,517,990,1593,0.000,0.000,106
1,518,990,1593,0.000,0.000,102
1,519,990,1593,0.000,0.000,101
1,520,990,1593,0.000,0.000,99
1,521,990,1593,0.000,0.000,101
1,522,990,1593,0.000,0.000,99
1,523,990,1593,0.000,0.000,97
1,524,990,1593,0.000,0.000,99
1,525,990,1593,0.000,0.000,97
1,526,990,1593,0.000,0.000,99
1,527,990,1593,0.000,0.000,104
1,528,990,1593,0.000,0.000,101
1,529,990,1593,0.000,0.000,96
1,530,990,1593,0.000,0.000,94
1,531,990,1593,0.000,0.000,94
1,532,990,1593,0.000,0.000,96
1,533,990,1593,0.000,0.000,101
1,534,990,1593,0.000,0.000,120
1,535,990,1593,0.000,0.000,120
1,536,990,1593,0.000,0.000,123
1,537,990,1593,0.000,0.000,117
1,538,1014,1635,6.240,3.120,92
1,539,1014,1635,0.000,0.000,92
1,540,1014,1635,0.000,0.000,94
1,541,1014,1635,0.000,0.000,91
