Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1338,1677,-1.000,-1.000,100
1,2,1338,1677,0.000,0.000,96
1,3,1338,1677,0.000,0.000,96
1,4,1338,1677,0.000,0.000,100
1,5,1338,1677,0.000,0.000,93
1,6,1305,1692,4.676,2.338,72
1,7,1305,1692,0.000,0.000,76
1,8,1305,1692,0.000,0.000,84
1,9,1305,1692,0.000,0.000,92
1,10,1305,1692,0.000,0.000,92
1,11,1305,1692,0.000,0.000,73
1,12,1305,1692,0.000,0.000,79
1,13,1305,1692,0.000,0.000,76
1,14,1305,1692,0.000,0.000,74
1,15,1326,1671,3.831,1.916,109
1,16,1326,1671,0.000,0.000,117
1,17,1329,1668,0.547,0.274,115
1,18,1329,1668,0.000,0.000,115
1,19,1329,1668,0.000,0.000,108
1,20,1329,1668,0.000,0.000,103
1,21,1329,1668,0.000,0.000,106
1,22,1329,1668,0.000,0.000,122
1,23,1329,1668,0.000,0.000,130
1,24,1329,1668,0.000,0.000,120
1,25,1329,1668,0.000,0.000,120
1,26,1281,1668,6.192,3.096,82
1,27,1281,1668,0.000,0.000,84
1,28,1281,1668,0.000,0.000,85
1,29,1281,1668,0.000,0.000,84
1,30,1308,1677,3.671,1.836,103
1,31,1308,1677,0.000,0.000,96
1,32,1308,1677,0.000,0.000,96
1,33,1308,1677,0.000,0.000,108
1,34,1308,1677,0.000,0.000,116
1,35,1308,1677,0.000,0.000,110
1,36,1308,1677,0.000,0.000,115
1,37,1308,1677,0.000,0.000,112
1,38,1308,1677,0.000,0.000,115
1,39,1308,1677,0.000,0.000,115
1,40,1308,1677,0.000,0.000,108
1,41,1308,1677,0.000,0.000,97
1,42,1308,1677,0.000,0.000,91
1,43,1284,1659,3.870,1.935,111
1,44,1284,1659,0.000,0.000,116
1,45,1284,1659,0.000,0.000,103
1,46,1284,1659,0.000,0.000,103
1,47,1284,1659,0.000,0.000,96
1,48,1284,1659,0.000,0.000,87
1,49,1284,1659,0.000,0.000,124
1,50,1284,1659,0.000,0.000,107
1,51,1284,1659,0.000,0.000,95
1,52,1284,1659,0.000,0.000,98
1,53,1242,1644,5.753,2.877,104
1,54,1242,1644,0.000,0.000,108
1,55,1242,1644,0.000,0.000,108
1,56,1242,1644,0.000,0.000,101
1,57,1242,1644,0.000,0.000,109
1,58,1242,1644,0.000,0.000,108
1,59,1242,1644,0.000,0.000,102
1,60,1242,1644,0.000,0.000,102
1,61,1242,1644,0.000,0.000,105
1,62,1242,1644,0.000,0.000,101
1,63,1242,1644,0.000,0.000,109
1,64,1242,1644,0.000,0.000,108
1,65,1242,1644,0.000,0.000,108
1,66,1242,1644,0.000,0.000,101
1,67,1242,1644,0.000,0.000,95
1,68,1242,1644,0.000,0.000,95
1,69,1242,1644,0.000,0.000,96
1,70,1242,1644,0.000,0.000,94
1,71,1239,1608,4.660,2.330,115
1,72,1239,1608,0.000,0.000,127
1,73,1239,1608,0.000,0.000,129
1,74,1239,1608,0.000,0.000,123
1,75,1239,1608,0.000,0.000,123
1,76,1239,1608,0.000,0.000,130
1,77,1239,1608,0.000,0.000,134
1,78,1239,1608,0.000,0.000,144
1,79,1239,1608,0.000,0.000,141
1,80,1239,1608,0.000,0.000,140
1,81,1239,1608,0.000,0.000,143
1,82,1239,1608,0.000,0.000,143
1,83,1239,1608,0.000,0.000,149
1,84,1239,1608,0.000,0.000,129
1,85,1236,1599,1.224,0.612,132
1,86,1236,1599,0.000,0.000,118
1,87,1236,1599,0.000,0.000,116
1,88,1206,1620,4.724,2.362,116
1,89,1206,1620,0.000,0.000,116
1,90,1206,1620,0.000,0.000,108
1,91,1206,1620,0.000,0.000,110
1,92,1206,1620,0.000,0.000,106
1,93,1221,1617,1.973,0.987,99
1,94,1221,1617,0.000,0.000,93
1,95,1221,1617,0.000,0.000,92
1,96,1221,1617,0.000,0.000,92
1,97,1221,1617,0.000,0.000,85
1,98,1221,1617,0.000,0.000,79
1,99,1221,1617,0.000,0.000,83
1,100,1221,1617,0.000,0.000,88
1,101,1221,1617,0.000,0.000,96
1,102,1221,1617,0.000,0.000,101
1,103,1221,1617,0.000,0.000,101
1,104,1221,1617,0.000,0.000,101
1,105,1221,1617,0.000,0.000,94
1,106,1221,1617,0.000,0.000,94
1,107,1221,1617,0.000,0.000,98
1,108,1194,1617,3.483,1.742,115
1,109,1194,1617,0.000,0.000,112
1,110,1194,1617,0.000,0.000,107
1,111,1194,1617,0.000,0.000,107
1,112,1194,1617,0.000,0.000,79
1,113,1194,1617,0.000,0.000,69
1,114,1194,1617,0.000,0.000,79
1,115,1194,1617,0.000,0.000,86
1,116,1194,1617,0.000,0.000,84
1,117,1194,1617,0.000,0.000,85
1,118,1194,1617,0.000,0.000,85
1,119,1182,1581,4.895,2.448,89
1,120,1182,1581,0.000,0.000,87
1,121,1182,1581,0.000,0.000,88
1,122,1182,1581,0.000,0.000,87
1,123,1182,1581,0.000,0.000,91
1,124,1182,1581,0.000,0.000,98
1,125,1182,1581,0.000,0.000,98
1,126,1182,1581,0.000,0.000,102
1,127,1182,1581,0.000,0.000,96
1,128,1182,1581,0.000,0.000,85
1,129,1182,1581,0.000,0.000,87
1,130,1191,1578,1.224,0.612,81
1,131,1191,1578,0.000,0.000,78
1,132,1191,1578,0.000,0.000,78
1,133,1191,1578,0.000,0.000,90
1,134,1191,1578,0.000,0.000,89
1,135,1191,1578,0.000,0.000,82
1,136,1191,1578,0.000,0.000,80
1,137,1191,1578,0.000,0.000,74
1,138,1191,1578,0.000,0.000,80
1,139,1191,1578,0.000,0.000,80
1,140,1170,1539,5.714,2.857,116
1,141,1170,1539,0.000,0.000,102
1,142,1170,1539,0.000,0.000,99
1,143,1170,1539,0.000,0.000,100
1,144,1191,1536,2.737,1.368,85
1,145,1191,1536,0.000,0.000,85
1,146,1191,1536,0.000,0.000,88
1,147,1191,1536,0.000,0.000,88
1,148,1191,1536,0.000,0.000,87
1,149,1191,1536,0.000,0.000,91
1,150,1191,1536,0.000,0.000,87
1,151,1191,1536,0.000,0.000,85
1,152,1191,1536,0.000,0.000,80
1,153,1191,1536,0.000,0.000,74
1,154,1191,1536,0.000,0.000,74
1,155,1191,1536,0.000,0.000,69
1,156,1191,1536,0.000,0.000,76
1,157,1224,1533,4.275,2.137,96
1,158,1224,1533,0.000,0.000,99
1,159,1224,1533,0.000,0.000,95
1,160,1224,1533,0.000,0.000,93
1,161,1224,1533,0.000,0.000,93
1,162,1224,1533,0.000,0.000,95
1,163,1224,1533,0.000,0.000,92
1,164,1224,1533,0.000,0.000,89
1,165,1224,1533,0.000,0.000,92
1,166,1224,1533,0.000,0.000,98
1,167,1224,1533,0.000,0.000,93
1,168,1224,1533,0.000,0.000,93
1,169,1221,1491,5.432,2.716,130
1,170,1221,1491,0.000,0.000,131
1,171,1221,1491,0.000,0.000,131
1,172,1221,1491,0.000,0.000,119
1,173,1221,1491,0.000,0.000,116
1,174,1221,1491,0.000,0.000,103
1,175,1221,1491,0.000,0.000,103
1,176,1221,1491,0.000,0.000,103
1,177,1221,1491,0.000,0.000,105
1,178,1221,1491,0.000,0.000,106
1,179,1221,1491,0.000,0.000,98
1,180,1221,1491,0.000,0.000,86
1,181,1221,1491,0.000,0.000,91
1,182,1242,1485,2.817,1.409,115
1,183,1242,1485,0.000,0.000,120
1,184,1242,1485,0.000,0.000,123
1,185,1242,1485,0.000,0.000,133
1,186,1242,1485,0.000,0.000,134
1,187,1242,1485,0.000,0.000,129
1,188,1242,1485,0.000,0.000,127
1,189,1242,1485,0.000,0.000,127
1,190,1242,1485,0.000,0.000,123
1,191,1242,1485,0.000,0.000,113
1,192,1242,1485,0.000,0.000,118
1,193,1242,1485,0.000,0.000,115
1,194,1221,1476,2.947,1.474,109
1,195,1221,1476,0.000,0.000,119
1,196,1221,1476,0.000,0.000,119
1,197,1221,1476,0.000,0.000,117
1,198,1221,1476,0.000,0.000,116
1,199,1221,1476,0.000,0.000,94
1,200,1221,1476,0.000,0.000,91
1,201,1221,1476,0.000,0.000,96
1,202,1221,1476,0.000,0.000,102
1,203,1221,1443,4.257,2.128,117
1,204,1221,1443,0.000,0.000,117
1,205,1221,1443,0.000,0.000,127
1,206,1221,1443,0.000,0.000,125
1,207,1221,1443,0.000,0.000,126
1,208,1221,1443,0.000,0.000,124
1,209,1221,1443,0.000,0.000,123
1,210,1221,1443,0.000,0.000,118
1,211,1221,1443,0.000,0.000,118
